MOVIE,TICKER,Trailer Date,Like,Dislike,Views,Comments,Polarity,Subjectivity,Polarity_Std,Subjectivity_Std,Previous_month_price_variation,Average Volume,Volatility,Period_price_Variation
Aquaman  Official Trailer 1_comments.csv,TWX,"[datetime.datetime(2018, 7, 21, 19, 24)]",6341,280,2293182,414,0.10861682457228787,0.36111246738057107,0.3486128844021228,0.34888722125262583,0.0,0.0,1.0,0.0
Everything Everything ,TWX,"[datetime.datetime(2017, 2, 14, 18, 0, 35)]",36729,1882,14863101,4233,0.1375654887353592,0.3476577283800161,0.31297901153011326,0.3443474902224343,0.0,0.0,1.0,0.0
300 Rise of an Empire ,TWX,"[datetime.datetime(2013, 6, 12, 23, 30, 8)]",61888,1692,14444413,3441,0.0698305172573885,0.3505142909057561,0.3209414179496814,0.3405636715036868,0.0,0.0,1.0,0.0
Godzilla King of the Monsters ,TWX,"[datetime.datetime(2018, 7, 21, 18, 31, 1)]",12337,404,2006745,808,0.07127808194470502,0.3217563469944379,0.32974292817157214,0.3550493408213106,0.0,0.0,1.0,0.0
Point Break ,TWX,"[datetime.datetime(2015, 5, 26, 23, 0, 1)]",5827,256,1505625,694,0.03902967892990778,0.44114435021657644,0.33633943012790535,0.3325779061864478,0.0,0.0,1.0,0.0
American Assassin ,LGF,"[datetime.datetime(2017, 6, 20, 14, 17, 35)]",31715,1160,3876702,3340,0.29723693325595496,0.38659056925361274,0.3626845357084923,0.37510614922376884,0.018759514724514526,654085.7142857143,0.7460583205853601,0.12402517241317158
Sicario Day of the Soldado ,LGF,"[datetime.datetime(2018, 3, 20, 0, 0, 41)]",59084,1555,9684078,6821,0.10678670994131266,0.30740573925565756,0.30652197701370903,0.32064346333986493,-0.053477841988190264,920709.5238095238,0.8138258879254415,-0.10090046380588026
A Simple Favor ,LGF,"[datetime.datetime(2018, 7, 13, 12, 45)]",21013,1147,9673271,1182,0.10646510369655929,0.34998131132999555,0.31934298353621904,0.3467482581207686,0.046404278596171376,653913.6363636364,0.764062892178427,-0.050514487045095334
The Glass Castle ,LGF,"[datetime.datetime(2017, 5, 18, 22, 24, 13)]",10721,6985,3982626,3350,0.2162883773996181,0.4486628007150395,0.4095283852678772,0.38253313830787167,-0.03643405429313937,466808.6956521739,0.5290165688512657,0.03999998572404903
American Pastoral ,LGF,"[datetime.datetime(2016, 6, 23, 20, 56, 56)]",40482,3455,14485783,6096,0.141817178236166,0.48230638586956526,0.44037681669099915,0.38138379994608324,0.10294129161375604,2955740.909090909,1.0347862154934708,0.07146801249445181
All Eyez on Me ,LGF,"[datetime.datetime(2017, 4, 6, 17, 38, 43)]",31901,1373,10551721,2039,0.09374586884683112,0.31628067310377733,0.29841722228951895,0.32990166006256194,-0.04369298166111692,642969.5652173914,0.6571129141157395,-0.0570857932289727
Wonder ,LGF,"[datetime.datetime(2017, 5, 24, 12, 24, 26)]",52379,1316,9926723,2939,0.16282587519830113,0.4162140045055837,0.3576782860126757,0.37266575073663677,-0.02820710711022825,494430.4347826087,0.5286055468780303,0.04657537488703494
The Con Is On ,LGF,"[datetime.datetime(2018, 4, 11, 23, 57, 30)]",2843,331,1136347,843,0.17541666666666664,0.41875,0.3523748440992464,0.3371719084285245,-0.12474673657932218,776313.6363636364,1.3724940239740817,-0.25766616509346346
The Spy Who Dumped Me ,LGF,"[datetime.datetime(2018, 5, 10, 18, 49, 56)]",4190,179,520700,268,0.19195054640431294,0.39250376549646626,0.3527726893826811,0.3860460291723388,-0.11581374343722141,774686.9565217391,1.5265807348840326,-0.09469533803148562
A Hologram for the King ,LGF,"[datetime.datetime(2016, 3, 10, 18, 0, 1)]",20868,603,2519572,1201,0.022157378190559154,0.3790288957819309,0.34195135096979057,0.36011595720700695,0.26084686173370947,2866177.272727273,1.7310619201603479,0.04831834057363433
London Has Fallen ,LGF,"[datetime.datetime(2015, 11, 5, 18, 0, 1)]",32669,10782,11925639,10143,0.033592321890480684,0.3584462053075441,0.3431660389223861,0.34583669583232624,-0.007142943808711566,803817.3913043478,0.6653004422807939,-0.13893833368432668
The Choice ,LGF,"[datetime.datetime(2015, 10, 1, 16, 0, 56)]",13684,811,11002082,1405,0.024808986410220647,0.43340775198968473,0.39060879786141195,0.3766194489943478,0.043070183348940604,892972.7272727273,1.0794129961598837,0.07388010088914866
Now You See Me 2 ,LGF,"[datetime.datetime(2016, 3, 16, 14, 44, 56)]",13116,3960,5815239,3271,0.12607955600522072,0.34286912452093904,0.3327061163073163,0.3550056828527893,0.10708980668595576,2636268.1818181816,1.5099467029385005,0.004974963608166523
Operation Avalanche ,LGF,"[datetime.datetime(2016, 7, 21, 14, 0, 1)]",37131,1763,12616637,1677,0.006701444267233756,0.5052114855038831,0.3431721502225802,0.3599193583903394,0.016170951628122966,4300522.7272727275,0.774931424169215,0.037616509978134816
Last Flag Flying ,LGF,"[datetime.datetime(2017, 8, 24, 14, 54, 20)]",3242,271,1851742,350,0.10074620759335157,0.3758375618006766,0.37178698465071935,0.35132379188344287,-0.017270652266780265,557856.5217391305,0.7571793961179352,0.06621618939395148
Stronger ,LGF,"[datetime.datetime(2017, 6, 22, 16, 24, 9)]",2659,220,905045,313,0.1079020427578028,0.39976562977183017,0.3504570840100723,0.33941219667855943,0.04653906607312101,627268.1818181818,0.7120955545043819,0.1437015478212165
