Date,Open,High,Low,Close,Volume,SMAVG (15)
29/11/2019,3147.18,3150.3,3139.34,3140.98,286602176,506549408
27/11/2019,3145.49,3154.26,3143.41,3153.63,421853952,525183776
26/11/2019,3134.85,3142.69,3131,3140.52,986041664,533346080
25/11/2019,3117.44,3133.83,3117.44,3133.64,513728768,506652288
22/11/2019,3111.41,3112.87,3099.26,3110.29,418027936,507393632
21/11/2019,3108.49,3110.11,3094.55,3103.54,476836160,513545184
20/11/2019,3114.66,3118.97,3091.41,3108.46,756408960,526626752
19/11/2019,3127.45,3127.64,3113.47,3120.18,513153024,508617536
18/11/2019,3117.91,3124.17,3112.06,3122.03,521730496,504500896
15/11/2019,3107.92,3120.46,3104.6,3120.46,579104896,500587264
14/11/2019,3090.75,3098.2,3083.26,3096.63,408390432,492959680
13/11/2019,3084.18,3098.06,3078.8,3094.04,454607424,498252224
12/11/2019,3089.28,3102.61,3084.73,3091.84,434953696,499156768
11/11/2019,3080.33,3088.33,3075.82,3087.01,366044416,500590144
8/11/2019,3081.25,3093.09,3073.58,3093.08,460757056,508745600
7/11/2019,3087.02,3097.77,3080.23,3085.18,566117888,519962336
6/11/2019,3075.1,3078.34,3065.89,3076.78,544288512,510532800
5/11/2019,3080.8,3083.95,3072.15,3074.62,585634560,505859360
4/11/2019,3078.96,3085.2,3074.87,3078.27,524848864,495103936
1/11/2019,3050.72,3066.95,3050.72,3066.91,510301248,485788448
31/10/2019,3046.9,3046.9,3023.19,3037.56,673060032,488004032
30/10/2019,3039.74,3050.1,3025.96,3046.77,486270336,473083872
29/10/2019,3035.39,3047.87,3034.81,3036.89,451403456,466811936
28/10/2019,3032.12,3044.08,3032.12,3039.42,463026112,469163808
25/10/2019,3003.32,3027.39,3001.94,3022.55,464691328,469240288
24/10/2019,3014.78,3016.07,3000.42,3010.29,487778400,468266048
23/10/2019,2994.01,3004.78,2991.21,3004.52,468175584,468416640
22/10/2019,3010.73,3014.57,2995.04,2995.99,456454496,477567456
