Date,Open,High,Low,Adj Close,Volume,SMAVG (15)
8/10/2019,57.55,57.61,57.03,57.21,713132,867406
7/10/2019,58.1,58.4,58.07,58.07,716372,943596
4/10/2019,57.89,58.855,57.89,58.75,640379,922560
3/10/2019,57.35,58,57,57.93,837030,923953
2/10/2019,57.25,57.25,56.51,56.83,1016261,909699
1/10/2019,58.5,58.96,57.65,57.96,1000216,890683
30/9/2019,58.49,59.18,58.1,59.13,675395,874664
27/9/2019,58.83,59.39,58.65,58.77,1504040,905935
26/9/2019,59.91,60.08,59.23,59.41,830674,850978
25/9/2019,60.4,60.74,59.87,60.58,1536210,882374
24/9/2019,59.67,59.77,58.72,58.91,992541,842242
23/9/2019,58.98,59.27,58.87,59.12,436165,833410
20/9/2019,59.31,59.58,58.755,59.12,631232,828135
19/9/2019,59.39,59.78,59.24,59.35,659409,847233
18/9/2019,59.12,59.36,58.58,59.11,822034,836758
17/9/2019,60.15,60.15,59.26,59.94,1855984,830380
16/9/2019,59.92,60.25,59.68,59.97,400834,785516
13/9/2019,60.1,60.53,60.09,60.36,661276,846344
12/9/2019,60.14,60.44,60,60.25,623208,907831
11/9/2019,59.61,60.15,59.46,60.05,731021,936469
10/9/2019,59.12,59.39,58.92,59.24,759931,912938
9/9/2019,60.5,60.63,59.68,59.98,1144459,924599
6/9/2019,59.34,59.422,59,59.2,679687,931947
5/9/2019,59.55,60.04,59.48,59.54,1301625,944824
4/9/2019,58.03,58.59,57.92,58.51,934223,942896
3/9/2019,57.22,57.77,57,57.43,860064,956952
30/8/2019,57.11,57.17,56.57,56.91,357036,932142
29/8/2019,56.33,57.6,56.33,56.72,917709,936754
28/8/2019,55.22,55.71,55.137,55.61,502276,975565
27/8/2019,55.71,55.98,55.31,55.51,726361,1101407
26/8/2019,55.53,55.99,55.45,55.52,1183037,1132636
23/8/2019,54.8,55.06,53.66,53.84,1313241,1178653
22/8/2019,55.17,55.38,54.39,54.77,1583586,1175509
21/8/2019,56.33,57.065,56.2,56.65,1052774,1219512
20/8/2019,56,56.02,55.59,55.66,378054,1245536
19/8/2019,55.72,55.98,55.61,55.72,934849,1433491
16/8/2019,54.84,55.964,54.84,55.73,1254688,1571300
15/8/2019,54.7,55.215,54.58,55.02,872838,1596440
14/8/2019,55.23,55.26,54.135,54.32,1272708,1630343
13/8/2019,55.7,56.64,55.51,56.26,1145056,1619876
12/8/2019,56,56.0465,55.42,55.6,487911,1592220
9/8/2019,56.48,56.59,55.71,56.11,426219,1624041
8/8/2019,55.41,56.34,55.3,56.25,1499873,1622339
7/8/2019,55.48,55.84,54.93,55.53,2389911,1578107
6/8/2019,54.78,55,54.33,55,1194795,1487157
5/8/2019,53.83,53.83,53.315,53.65,1873298,1504931
2/8/2019,55.3,55.45,54.665,54.98,1266067,1441222
1/8/2019,56.45,57.29,55.66,55.85,2243640,1408159
31/7/2019,57,57.29,56.275,56.86,1443138,1445048
30/7/2019,56.06,57.41,56.02,57.1,3197379,1404431
29/7/2019,54,54.84,54,54.7,3001971,1278442
26/7/2019,54.8,54.93,54.59,54.8,1631797,1191043
25/7/2019,54.5,54.755,54.315,54.55,1381376,1180173
24/7/2019,54.87,55.21,54.75,55.1,1115702,1140355
23/7/2019,54.28,54.47,54.03,54.41,730227,1158432
22/7/2019,54.02,54.05,53.68,53.8,965219,1236963
19/7/2019,54.31,54.33,53.65,53.66,400692,1231704
18/7/2019,53.65,54.05,53.41,53.95,836388,1273495
17/7/2019,54.78,54.8,54.17,54.37,1025661,1289779
16/7/2019,54.165,54.51,53.69,53.99,1461405,1345977
15/7/2019,56,56.05,55.6537,55.77,917672,1350571
12/7/2019,55.68,55.99,55.55,55.77,770123,1454616
11/7/2019,54.99,55.21,54.89,55.02,2796962,1515186
10/7/2019,55.11,55.2,54.67,54.78,833893,1480746
9/7/2019,54.13,54.51,53.9044,54.38,1307543,1538199
8/7/2019,54.9,54.92,54.66,54.66,1690989,1621372
5/7/2019,54.39,55.11,54.38,55.03,1468741,1757715
3/7/2019,54.21,54.81,54.19,54.72,784101,1739740
2/7/2019,53.27,53.7,53.13,53.68,1386863,1792795
1/7/2019,53.56,53.82,52.98,53.71,1908194,1771279
28/6/2019,52.84,52.84,52.185,52.39,886331,1758144
27/6/2019,52.54,52.78,52.21,52.7,1027565,1775478
26/6/2019,52.66,52.85,52.01,52.46,1080646,1784302
25/6/2019,52.56,53.05,52.5101,52.55,1868630,1763202
24/6/2019,53.54,53.73,53.12,53.15,1530316,1706247
21/6/2019,52.99,53.645,52.71,53.24,2478340,1660868
20/6/2019,54.05,54.115,53.29,53.94,1678680,1567991
19/6/2019,52.93,53.17,52.58,52.98,2280359,1496952
18/6/2019,52.29,52.57,52.1,52.21,1695680,1402905
17/6/2019,51.74,52.67,51.74,52.1,2555149,1348490
14/6/2019,50.54,51.56,50.43,51.33,3736129,1232426
13/6/2019,49.41,49.86,49.39,49.67,1199122,1109651
12/6/2019,49.17,49.53,49,49.38,1579918,1104899
11/6/2019,49.88,50.12,49.67,49.82,1064124,1096321
10/6/2019,49.66,49.795,49.165,49.62,1711174,1160042
7/6/2019,48.14,49.1,48.14,48.86,1146338,1267181
6/6/2019,47.64,47.76,47.33,47.45,1159918,1544196
5/6/2019,48.5,48.5,47.73,48.11,764152,1612060
4/6/2019,47.63,48.165,47.29,48.13,1014307,1637526
3/6/2019,48.01,48.36,47.7,47.78,849626,1668285
31/5/2019,47.98,48.1,47.71,48,1085188,1754844
30/5/2019,48.55,48.79,48.3,48.53,613096,1809384
29/5/2019,48.46,48.47,48.01,48.23,869646,1849873
28/5/2019,49.71,49.73,49.09,49.17,879469,2012611
24/5/2019,48.67,49.18,48.67,48.98,814183,2102532
23/5/2019,48.48,48.571,48.13,48.34,1894501,2228585
22/5/2019,50.63,50.72,50.37,50.49,1127840,2192269
21/5/2019,51.23,51.23,50.56,51.03,1451257,2262745
20/5/2019,52.54,52.88,52.01,52.2,2019939,2265139
17/5/2019,53.22,53.61,52.38,52.61,3318257,2210351
16/5/2019,50.92,52.33,50.25,52,5301559,2246019
15/5/2019,49.48,50.08,49.03,49.94,2177880,2010508
14/5/2019,48.15,48.54,48.05,48.44,1146136,2006583
13/5/2019,48.5,48.66,47.87,48.03,1475696,2068929
10/5/2019,48.99,49.86,48.4,49.7,2148013,2060125
9/5/2019,48.12,49.105,48.1,48.75,1903291,1988674
8/5/2019,48.65,49.0768,48.4,48.75,1220429,2018424
7/5/2019,49.01,49.25,48.61,48.89,3310708,2008147
6/5/2019,51.15,51.495,50.6,51.22,2228286,1901075
3/5/2019,51.63,52.47,51.5,52.25,2704982,1818177
2/5/2019,51.27,51.76,51.05,51.46,1349765,1715018
1/5/2019,50.39,51.87,50.39,51.36,2184979,1693842
30/4/2019,50.13,50.545,50.03,50.37,1487169,1833066
29/4/2019,49.99,50.5,49.71,50.25,1198108,2289331
26/4/2019,48.35,50.92,48.2,50.24,3853278,2290269
25/4/2019,46.83,46.88,46.43,46.66,1768903,2191943
24/4/2019,46.56,46.74,46.39,46.46,2118996,2141383
23/4/2019,47.72,48.41,47.62,48.3,2081324,2088503
22/4/2019,47.61,47.66,47.265,47.61,1343645,2016455
18/4/2019,47.78,48.03,47.57,47.86,1076253,1987459
17/4/2019,48.12,48.28,47.565,47.74,2349529,1980939
16/4/2019,47.89,48.13,47.72,47.95,1066281,1937390
15/4/2019,47.03,47.655,46.93,47.31,1704620,1954157
12/4/2019,46.86,47.15,46.75,46.99,984829,1904174
11/4/2019,46.07,46.42,45.99,46.25,1157597,1943812
10/4/2019,45.86,46.23,45.8593,46.08,1032112,1959466
9/4/2019,46.63,46.8,45.81,46.19,4273339,2139278
8/4/2019,43,46.92,42.96,46.6,8331149,2003165
5/4/2019,43.25,43.29,43.015,43.07,1212175,1489939
4/4/2019,42.05,42.64,42.0346,42.52,2378398,1465660
3/4/2019,42.56,42.65,42.35,42.39,1010500,1358976
2/4/2019,42.31,42.53,42.06,42.17,1325789,1352985
1/4/2019,42.68,43.02,42.63,42.98,1000606,1350616
29/3/2019,42.3,42.36,41.98,42.24,908701,1387617
28/3/2019,42.69,42.72,42.16,42.4,978461,1398647
27/3/2019,42.6869,42.8761,42.3882,42.6072,1696296,1424099
26/3/2019,42.5674,43.0852,42.2986,42.5475,1317789,1356706
25/3/2019,41.9202,42.2986,41.731,41.97,954866,1311408
22/3/2019,42.5475,42.5475,41.8405,41.8505,1579399,1329810
21/3/2019,42.906,43.9316,42.8661,43.822,1392410,1289114
20/3/2019,43.8519,43.9216,42.8263,43.0951,3729295,1249680
19/3/2019,46.0027,46.1321,45.2957,45.3355,2231637,1058849
18/3/2019,46.0525,46.0823,45.7836,45.8832,632755,997135
15/3/2019,46.0126,46.3313,45.8533,46.0525,847999,1021404
14/3/2019,46.0325,46.0425,45.7537,45.923,778140,1044181
13/3/2019,46.3711,46.6399,46.2616,46.4607,920636,1139972
12/3/2019,46.0226,46.4507,45.9628,46.1122,1290243,1227051
11/3/2019,45.1065,45.9778,44.9671,45.9031,1555630,1251895
8/3/2019,45.0866,45.8035,44.997,45.7537,1074146,1244548
7/3/2019,46.7993,46.7993,45.9429,46.2018,1360237,1221613
6/3/2019,47.4763,47.6058,47.317,47.327,685404,1228946
5/3/2019,47.5461,47.6954,47.327,47.4564,638327,1260198
4/3/2019,47.5759,47.6655,47.032,47.4166,1230885,1353971
1/3/2019,47.6157,47.8547,47.4813,47.6855,968958,1410476
28/2/2019,48.0041,48.034,47.7185,47.785,800907,1549155
27/2/2019,48.1534,48.2729,47.9344,48.2231,866823,1683929
26/2/2019,47.9643,48.1534,47.7751,47.9842,1305932,1733437
25/2/2019,48.3426,48.5325,48.1833,48.253,996788,1778190
22/2/2019,47.6954,47.9443,47.5759,47.6855,1189656,2175923
21/2/2019,47.6456,47.8448,47.2374,47.4365,2215006,2202186
20/2/2019,47.2473,47.2971,46.4507,46.6798,2226823,2115990
19/2/2019,46.0226,46.2914,45.923,46.0226,1662895,2012480
15/2/2019,45.3554,45.8533,45.3256,45.5944,1445430,1951207
14/2/2019,44.8078,45.216,44.7481,44.9273,730119,1906990
13/2/2019,44.3398,45.1463,44.29,44.8675,1470238,1917439
12/2/2019,43.8419,44.295,43.8419,44.0909,1154184,1872994
11/2/2019,44.3199,44.5141,44.0112,44.3995,2044926,1856168
8/2/2019,44.2104,44.3099,43.4835,44.1008,2078453,1779135
7/2/2019,42.7466,42.9657,42.2488,42.8761,3049147,1687817
6/2/2019,44.3,44.4792,43.7922,44.0311,2822507,1543264
5/2/2019,46.0027,46.0226,45.5645,45.6641,1609453,1420816
4/2/2019,45.694,46.2217,45.6143,46.0923,1977221,1362578
1/2/2019,49.7864,49.8263,44.9273,45.9529,6962784,1270160
31/1/2019,49.8263,50.3241,49.4778,49.9059,1583609,877118
30/1/2019,48.5667,49.0446,48.1037,48.9899,922061,815474
29/1/2019,48.8305,48.9002,48.4223,48.5717,674172,822873
28/1/2019,48.3128,48.721,47.9961,48.6214,743803,822859
25/1/2019,48.721,48.8007,48.4522,48.5517,782166,852274
24/1/2019,47.9344,48.2032,47.7751,48.1634,886859,908045
23/1/2019,48.8106,48.9102,47.8846,48.253,803568,900914
22/1/2019,48.8305,48.9351,47.9742,48.263,901786,904591
18/1/2019,49.896,50.1449,49.5773,49.9657,889437,884990
17/1/2019,48.8206,49.5475,48.6513,49.2985,708686,879433
16/1/2019,49.3682,49.7068,49.2687,49.3981,880847,908969
15/1/2019,49.428,49.9175,49.3881,49.6271,985782,904088
14/1/2019,48.492,48.5294,48.0937,48.2132,735886,921077
11/1/2019,48.6712,48.8704,48.5617,48.7708,590950,959658
10/1/2019,48.4721,48.9102,48.2928,48.8903,1067160,1015494
9/1/2019,49.5973,49.9159,49.1093,49.7167,658942,1021946
8/1/2019,49.9358,50.0453,49.199,49.6769,1033048,1025476
7/1/2019,49.2487,50.0951,49.2189,49.5076,673971,1006646
4/1/2019,47.9145,49.3384,47.8149,48.9998,1185024,1003059
3/1/2019,48.024,48.0738,46.6897,46.8192,1618735,985843
2/1/2019,47.3668,48.7708,47.1975,48.5119,779883,998910
31/12/2018,48.5219,48.6015,47.7153,48.0738,858723,1015184
28/12/2018,48.4024,48.5019,47.6456,47.9344,607769,1000271
27/12/2018,47.3967,48.3227,46.859,48.3227,806095,1011980
26/12/2018,46.5802,47.4664,45.6542,47.4166,1151719,1032455
24/12/2018,45.8732,46.3711,45.4401,45.684,807628,1027857
21/12/2018,47.1776,47.7054,46.4906,46.5304,1240622,1027982
20/12/2018,48.3924,48.9899,47.5162,48.0638,1314603,1018605
19/12/2018,49.179,49.7665,48.1335,48.5517,1428486,1000449
18/12/2018,49.8064,49.9955,49.0297,49.179,1163946,969015
17/12/2018,50.9714,51.061,50.0453,50.2843,711889,976777
14/12/2018,51.3896,51.6883,50.9315,51.0709,750601,953491
13/12/2018,52.3654,52.5745,51.8078,51.977,620168,955655
12/12/2018,52.3355,53.0823,52.2061,52.3952,926778,1008512
11/12/2018,51.4095,51.5788,50.6826,50.9315,1814742,1052058
10/12/2018,50.4337,51.056,49.9458,50.8917,1023994,986732
7/12/2018,51.7779,52.0965,50.7921,50.9116,635018,965987
6/12/2018,50.4436,51.6982,50.4137,51.6385,783417,981797
4/12/2018,52.8632,52.9827,51.2204,51.29,1113219,992892
3/12/2018,53.849,54.1079,53.6399,53.9386,1082747,1028678
30/11/2018,52.6442,53.0624,52.3554,52.5944,809493,1020346
29/11/2018,51.8874,52.0268,51.3896,51.6584,1099979,1038153
28/11/2018,51.5987,52.694,51.2302,52.684,1042259,1072570
27/11/2018,50.9116,51.3995,50.6627,51.1506,956970,1050490
26/11/2018,50.3241,50.9116,50.2146,50.8021,1280376,1050618
23/11/2018,49.647,50.0852,49.4479,49.4778,362603,1069490
21/11/2018,50.3241,50.7025,50.1474,50.3042,783064,1147873
20/11/2018,49.4977,49.896,49.1093,49.3184,1413018,1213459
19/11/2018,51.6584,51.8476,50.7025,50.7722,1579972,1299870
16/11/2018,49.8761,50.7623,49.8263,50.593,834852,1365808
15/11/2018,50.4835,51.5592,50.3839,51.4294,712820,1491970
14/11/2018,51.3696,51.4394,50.5034,50.9216,872166,1565690
13/11/2018,51.2402,51.6982,50.8718,51.0211,949845,1613537
12/11/2018,52.465,52.4948,51.2302,51.3099,1650011,1647667
9/11/2018,53.9486,54.1079,53.5304,53.8391,957762,1571208
8/11/2018,54.7053,54.775,53.8391,54.1776,1076594,1558642
7/11/2018,54.2573,55.2331,54.0282,55.024,1616235,1603896
6/11/2018,53.391,53.6398,53.0026,53.2715,711064,1573499
5/11/2018,53.5105,53.5105,52.9429,53.0923,958891,1615393
2/11/2018,54.4763,54.6755,53.0524,53.4308,1563457,1645046
1/11/2018,55.253,55.4521,54.6655,55.4223,1538337,1634953
31/10/2018,54.0482,54.2473,53.4706,53.8988,1766856,1618850
30/10/2018,53.7694,54.6556,52.7736,53.2018,2709187,1608488
29/10/2018,52.4351,52.7438,50.0951,50.7822,2569044,1499188
26/10/2018,51.8078,52.5247,51.519,52.1861,2727276,1390445
25/10/2018,52.7637,53.6399,52.4152,53.2516,1818631,1260345
24/10/2018,54.7651,54.775,52.8433,52.8533,1589870,1261504
23/10/2018,54.2672,55.014,53.1221,54.8348,1461786,1220812
22/10/2018,55.7608,55.9002,55.2331,55.5418,503133,1171860
19/10/2018,56.2388,56.429,55.4123,55.4322,769265,1180520
18/10/2018,56.9557,56.9557,55.3725,55.7907,1755413,1234876
17/10/2018,57.6427,57.8718,57.1648,57.6527,1160271,1158434
16/10/2018,56.657,57.2843,56.5474,57.2544,1339479,1152360
15/10/2018,55.3227,56.3881,55.1833,56.0097,1403682,1140055
12/10/2018,55.5019,55.9301,54.6556,55.2729,1412064,1131590
11/10/2018,55.7509,56.3782,54.9642,55.2829,1296795,1283185
10/10/2018,57.6129,57.6427,55.8006,55.8604,1611416,1241976
9/10/2018,57.5631,57.9813,57.5332,57.7224,1069696,1208289
8/10/2018,56.657,57.0851,56.2089,56.8262,937895,1213241
5/10/2018,57.5033,57.6627,56.5474,56.9856,775771,1199953
4/10/2018,57.9016,57.9215,56.4578,56.8262,1836024,1231849
3/10/2018,58.3995,58.4194,58.0112,58.0709,979485,1151150
2/10/2018,59.8433,59.913,59.455,59.5645,727515,1126398
1/10/2018,60.5503,60.7594,60.2715,60.3213,633026,1121987
28/9/2018,60.7395,60.7395,60.2117,60.391,1584606,1151226
27/9/2018,59.1363,59.5396,58.9372,59.2757,608786,1103803
26/9/2018,59.3231,59.4126,58.9257,59.0648,1069159,1139790
25/9/2018,58.3197,58.419,57.9422,58.1508,1154906,1118072
24/9/2018,56.5711,56.7499,56.283,56.4817,1276700,1081060
21/9/2018,57.0281,57.664,56.273,56.6307,3685998,1028827
20/9/2018,58.5681,58.7668,58.3992,58.7171,678655,830609
19/9/2018,59.2337,59.3529,58.5234,58.6177,1106113,858246
18/9/2018,59.2635,59.5467,59.1046,59.4424,1143972,888612
17/9/2018,59.3033,59.5119,58.8562,58.9059,738572,872692
14/9/2018,58.9953,59.1244,58.7469,59.0549,1254210,870092
13/9/2018,57.346,57.7236,57.2467,57.3858,625547,903285
12/9/2018,56.6208,57.1374,56.5015,57.0977,608200,904089
11/9/2018,56.1141,56.5115,56.1141,56.4817,661359,894456
10/9/2018,56.4519,56.5115,56.1936,56.3128,1071613,888416
7/9/2018,55.7564,56.3724,55.6372,56.1637,873248,901874
6/9/2018,56.2035,56.2357,55.5974,55.9948,1148600,942377
5/9/2018,55.6372,55.6471,54.8324,55.1404,743385,943266
4/9/2018,56.0346,56.0644,55.3292,55.816,599720,942850
31/8/2018,56.4817,56.8493,56.2631,56.4618,493215,970168
30/8/2018,56.4121,56.6605,56.0455,56.3128,712720,1018653
29/8/2018,56.0843,56.8294,55.8856,56.7002,1093210,1012152
28/8/2018,55.508,55.7067,54.7573,55.4087,1561612,991156
27/8/2018,55.1205,55.8558,55.0609,55.6571,905165,946120
24/8/2018,54.286,54.4251,54.0674,54.1866,699581,926540
23/8/2018,53.8786,54.2661,53.7793,54.0575,1752098,941437
22/8/2018,53.978,54.3555,53.9383,54.2661,637609,894783
21/8/2018,54.1469,54.4151,53.9979,54.0674,463705,935766
20/8/2018,54.2065,54.4549,53.9283,54.2363,570757,1017057
17/8/2018,53.7793,54.6238,53.6601,54.5145,1273480,1050237
16/8/2018,53.511,53.8339,53.3918,53.4912,1480792,1009113
15/8/2018,53.372,53.5011,52.7361,53.362,1161939,944162
14/8/2018,54.0078,54.0078,53.6948,53.9283,737148,912426
13/8/2018,53.6899,54.2264,53.6203,53.819,1009496,924534
10/8/2018,54.0972,54.4549,54.0873,54.2959,1220476,887802
9/8/2018,55.0709,55.2199,54.7927,55.0311,615206,869890
8/8/2018,54.584,54.6536,54.3059,54.435,778275,868234
7/8/2018,54.9417,55.4583,54.8126,55.1901,886070,858372
6/8/2018,54.4151,54.445,53.8886,54.1072,611465,852908
3/8/2018,54.5642,54.8523,54.3853,54.6039,923033,841935
2/8/2018,54.1866,55.1404,54.1568,54.9218,1052294,838398
1/8/2018,54.4748,54.7579,54.2264,54.6437,1252351,835674
31/7/2018,54.2661,55.1404,53.1633,53.67,1683077,821256
30/7/2018,52.8851,52.8851,51.8419,52.0009,1068448,741693
27/7/2018,53.372,53.4912,52.9447,53.054,656619,727281
26/7/2018,53.2329,53.4713,53.1434,53.3123,506538,713516
25/7/2018,52.9447,53.3918,52.7659,53.3123,685892,793732
24/7/2018,52.448,52.7411,52.1102,52.3288,918777,786744
23/7/2018,52.7063,53.054,52.6765,52.8056,458502,757494
20/7/2018,52.448,53.0292,52.3089,52.6069,951802,796760
19/7/2018,52.3884,52.5324,52.1599,52.289,590373,818939
18/7/2018,52.8354,52.8354,52.4182,52.7262,630337,866143
17/7/2018,52.9348,53.675,52.9149,53.2825,804114,866647
16/7/2018,53.0043,53.1434,52.8553,52.9249,446865,856139
13/7/2018,52.7063,53.1385,52.6169,52.9646,869981,904722
12/7/2018,51.6929,52.0605,51.6532,51.8717,1011440,897484
11/7/2018,51.3352,51.9115,51.2955,51.6234,1036080,915452
10/7/2018,50.9478,51.4346,50.9378,51.3452,489625,893852
9/7/2018,51.0869,51.3054,50.7491,51.2756,852277,913085
6/7/2018,48.9309,49.2687,48.8614,49.2588,450142,890929
5/7/2018,48.3944,49.0303,48.1957,48.7421,1709772,909673
3/7/2018,50.6696,51.0272,50.5901,50.6398,581067,851375
2/7/2018,50.0735,50.6298,49.9542,50.61,480038,847895
29/6/2018,51.0372,51.2756,50.8683,50.9279,1047483,855695
28/6/2018,51.0968,51.5041,50.8683,51.365,1284491,824694
27/6/2018,50.2324,51.1167,49.9642,49.9642,1298430,784981
26/6/2018,49.6363,49.994,49.378,49.6761,637899,870685
25/6/2018,49.6413,49.6761,48.9014,49.2091,646488,894449
22/6/2018,49.5767,50.3516,49.4773,50.0437,1175621,941959
21/6/2018,49.2786,49.3482,48.5732,48.9011,761413,892886
20/6/2018,48.6627,49.5767,48.4491,49.2389,1280960,889400
19/6/2018,47.6989,47.9473,47.232,47.9275,712080,853827
18/6/2018,48.1858,48.1858,47.7089,48.0566,778107,881656
15/6/2018,48.6428,48.9309,48.6428,48.8018,519951,880590
14/6/2018,49.0799,49.1197,48.8018,48.8117,731288,899675
13/6/2018,49.4972,49.845,49.2091,49.4972,835307,922260
12/6/2018,49.4376,49.8201,49.3581,49.527,528871,936407
11/6/2018,49.9145,50.3367,49.8648,50.1728,597032,942753
8/6/2018,49.3283,49.6761,49.0998,49.6363,582467,946626
7/6/2018,49.7158,49.8151,49.3879,49.5568,688795,984138
6/6/2018,49.6959,49.9344,49.5966,49.8549,2583989,979991
5/6/2018,48.8614,49.07,48.6041,48.9905,994373,868285
4/6/2018,48.0467,48.8316,47.997,48.762,1359135,858156
1/6/2018,47.0432,47.4704,47.0432,47.3611,439522,877420
31/5/2018,46.9439,46.9935,46.5564,46.7849,709118,903982
30/5/2018,46.7551,46.9836,46.7154,46.9041,747370,930526
29/5/2018,46.5763,46.6458,46.0199,46.2981,1129521,941958
25/5/2018,45.9702,46.3378,45.9503,46.0994,762107,947583
24/5/2018,46.3478,46.3478,45.8113,46.159,806230,966211
23/5/2018,46.159,46.1689,45.7021,46.1689,1070070,1010325
22/5/2018,47.5797,47.5797,46.7154,46.7551,1047508,1030381
21/5/2018,48.3348,48.3646,47.9771,48.0765,624056,1093068
18/5/2018,48.2653,48.4242,47.9374,48.2851,655127,1125675
17/5/2018,48.464,48.6627,48.2255,48.4838,1145149,1527088
16/5/2018,47.5201,47.6592,47.3015,47.5102,626591,1525907
15/5/2018,47.5897,47.5897,46.8942,47.2022,908402,1537613
14/5/2018,47.8877,48.1162,47.7188,48.0268,842427,1560846
11/5/2018,46.9141,47.8977,46.8942,47.7685,1648106,1566690
10/5/2018,46.2981,46.6955,46.2285,46.5763,837950,1546262
9/5/2018,46.9141,47.3512,46.775,47.0035,1107281,1618485
8/5/2018,47.0929,47.1913,46.9141,47.083,918839,1676008
7/5/2018,47.1128,47.4108,46.8942,47.1326,1213903,1683170
4/5/2018,46.457,47.3611,46.3478,47.2618,1041528,1647713
3/5/2018,46.3974,46.8843,46.1714,46.7948,1467932,1624938
2/5/2018,46.159,46.4769,45.9702,46.3577,1370910,1579018
1/5/2018,45.702,46.0894,45.3344,46.0497,1987822,1524279
30/4/2018,45.4437,45.7516,45.1655,45.5331,1113163,1464342
27/4/2018,47.0333,47.0432,44.2415,45.2052,6676317,1430880
26/4/2018,49.6661,50.143,49.4773,49.8549,1127431,1045297
25/4/2018,49.3085,49.378,48.9011,49.2588,802178,1028975
24/4/2018,49.6562,49.6761,48.8139,49.07,1256903,1035987
23/4/2018,49.4475,49.4475,49.0104,49.0899,930087,1079332
20/4/2018,49.6761,49.6761,49.219,49.4376,1341692,1162554
19/4/2018,49.5568,49.5767,48.9408,49.4078,1921287,1215573
18/4/2018,49.9741,50.2821,49.9344,50.1331,1970124,1274819
17/4/2018,49.4475,49.6761,49.229,49.4475,1026266,1241686
16/4/2018,49.1396,49.2687,48.8117,49.0303,682048,1235373
13/4/2018,48.8018,48.8216,48.2951,48.5732,699915,1250959
12/4/2018,48.6428,48.9707,48.4838,48.8216,779129,1309738
11/4/2018,49.0601,49.4873,48.7918,49.0303,549822,1299396
10/4/2018,49.4078,49.5469,49.1147,49.4277,1088762,1325935
9/4/2018,48.6031,48.8018,48.2553,48.2553,611232,1375974
6/4/2018,48.454,48.7819,47.9175,48.1262,892575,1399511
5/4/2018,48.7322,48.9905,48.6031,48.8316,882604,1375802
4/4/2018,47.5499,48.7123,47.4506,48.6527,907359,1378793
3/4/2018,48.1858,48.613,47.7685,48.5236,1907072,1402164
2/4/2018,48.1063,48.2354,47.4009,47.6791,2178417,1367392
29/3/2018,47.8877,48.2752,47.3625,48.0268,2136977,1308105
28/3/2018,48.3149,48.613,47.5524,47.7685,2809978,1219075
27/3/2018,48.7408,48.7705,47.1062,47.4232,1473138,1113807
26/3/2018,48.0275,48.2256,47.4826,48.2157,931572,1087878
23/3/2018,48.3544,48.4832,47.4034,47.443,915838,1099688
22/3/2018,48.1068,48.4139,47.552,47.6808,1581587,1094847
21/3/2018,48.3049,48.7309,48.1712,48.2355,624010,1068576
20/3/2018,48.0275,48.4337,47.9384,48.3742,947901,1084541
19/3/2018,48.186,48.2157,47.2647,47.8888,1839342,1078644
16/3/2018,50.2763,50.306,49.8801,50.1674,964301,1014554
15/3/2018,50.8311,51.1075,50.6429,50.8608,536929,1046137
