Date,Open,High,Low,Close,Volume,SMAVG (15)
15/8/2019,11.69,11.78,10.98,11.04,1168737,944428
14/8/2019,12.09,12.16,11.37,11.66,1226108,913967
13/8/2019,12.11,12.55,12.02,12.28,984318,933024
12/8/2019,12.8,13.08,12.125,12.2,1055370,925424
9/8/2019,12.9,13.42,12.27,13.01,1466716,889553
8/8/2019,12.13,12.69,12.07,12.66,823932,885239
7/8/2019,11.98,12.14,11.77,12.02,655191,891128
6/8/2019,12.68,12.75,12.05,12.2,798589,888177
5/8/2019,12.35,12.64,12.26,12.62,539644,879598
2/8/2019,12.5,12.67,12.18,12.64,727076,876796
1/8/2019,12.89,13.25,12.5,12.53,1292912,862315
31/7/2019,12.79,13.264,12.7,12.91,687698,809994
30/7/2019,12.6,12.9,12.44,12.85,950268,787367
29/7/2019,13.11,13.11,12.48,12.71,1101188,768646
26/7/2019,13.05,13.26,12.93,13.01,688672,727095
25/7/2019,13.04,13.18,12.8544,13.07,711820,735157
24/7/2019,12.66,13.095,12.5,12.97,1511967,746618
23/7/2019,12.07,12.21,11.7,12.14,870320,687196
22/7/2019,12.02,12.22,11.84,11.97,517297,705011
19/7/2019,11.7,12.09,11.4,11.99,1402009,768188
18/7/2019,12.12,12.18,11.53,11.56,912271,721919
17/7/2019,12.33,12.48,12.02,12.12,610923,728134
16/7/2019,12.7,12.785,12.28,12.35,669912,757728
15/7/2019,12.81,12.81,12.34,12.7,497603,790317
12/7/2019,12.31,12.715,12.19,12.67,509864,849355
11/7/2019,12.69,12.845,12.33,12.33,508096,877169
10/7/2019,12.69,12.86,12.52,12.68,348289,915811
9/7/2019,12.53,12.715,12.39,12.64,669454,981962
8/7/2019,12.74,12.9,12.53,12.59,477931,1038351
5/7/2019,12.36,13.13,12.313,12.88,809600,1088218
3/7/2019,12.71,12.71,11.98,12.34,883729,1125443
2/7/2019,12.57,12.89,12.5,12.68,620645,1161578
1/7/2019,12.5,12.66,12.38,12.6,1137541,1203079
28/6/2019,11.7,12.36,11.7,12.25,1464958,1177876
27/6/2019,11.64,11.77,11.5323,11.66,707966,1135384
26/6/2019,11.8,11.93,11.54,11.68,1005499,1132906
25/6/2019,11.74,11.93,11.52,11.79,1054838,1131949
24/6/2019,11.96,12.01,11.38,11.61,1158736,1196824
21/6/2019,12,12.21,11.78,12.02,1383182,1224038
20/6/2019,12.25,12.34,11.86,12.03,927067,1219226
19/6/2019,12.08,12.24,11.85,12.1,1087728,1233514
18/6/2019,12.24,12.47,11.975,12.02,1340554,1239747
17/6/2019,12.11,12.64,11.7966,12.21,1515286,1213569
14/6/2019,13.1,13.12,12.21,12.22,1225940,1260724
13/6/2019,12.77,13.13,12.66,13.08,1367975,1233342
12/6/2019,13.34,13.41,12.66,12.7,1425757,1220251
