Video ID,Title,Comment,publishedAt
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,I'm splooooging,2016-06-13T15:56:41.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,"yeah I love how you idiots hate a campaign trailer, you guys have no bloody idea how hard it is to make a cod game even more to satisfy your spoiled likings.",2016-06-13T15:51:03.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,Retards..... Wait till the game is out. Geez,2016-06-13T15:01:41.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,Cringe,2016-06-13T14:58:33.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,Let's be honest how many people actually played Call of Duty 4 also it's raining outside wow,2016-06-13T14:58:06.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,"thanks guys for your comments, I love you all  <3",2016-06-13T14:57:46.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,guys i am wondering if this was free roam,2016-06-13T14:29:11.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,At least it's boots on the ground when your on the earth,2016-06-13T12:13:32.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,Hi,2016-06-13T12:04:29.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,so hyped for infinite warfare!,2016-06-13T11:14:57.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,"So, Who Else Is Excited For Battlefield 1???? Cause I Am",2016-06-13T08:59:12.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,Even infinite warfare,2016-06-13T08:42:21.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,I like all games!,2016-06-13T08:42:07.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,How come they dislike all time in infinite warfare!?,2016-06-13T08:41:24.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,What the freak!?,2016-06-13T08:40:55.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,what  people dislike this game to much ?,2016-06-13T08:15:37.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,This was short has hell,2016-06-13T07:15:41.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,they are feeling proud lmao,2016-06-13T07:08:00.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,This might be COD AW and COD BO3 mixed together in the campaign! Idk...,2016-06-13T07:04:24.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,Burn in game hell were all bad games go to die,2016-06-13T06:46:20.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,Last good CoD was Mw1,2016-06-13T04:10:51.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,"Haters of call of duty what happened when bo2 trailer
came out you hated it but when the game came out
you liked it so much you are so stupid haters of cod",2016-06-13T03:43:35.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,wtf,2016-06-13T03:30:22.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,so boots on ground,2016-06-13T03:22:57.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,if only there a playlist on disabled thrust mode,2016-06-13T02:47:35.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,More dislikes 🤔🤔,2016-06-13T02:37:23.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,who don't start with a game that's on ground that  to take it into space,2016-06-13T01:46:27.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,Shitty cod,2016-06-13T00:38:12.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,dont follow futuristic versions of call of duty but gonna give it a chance would be nice tho if they would bring back modern warfare,2016-06-12T23:52:27.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,Y is everyone pissed  we r getting star wars I see Disney gave  another game Company the license o wait they gave Activision n it's cod -_-,2016-06-12T23:03:02.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,Future Trash..👎,2016-06-12T22:47:24.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,6 more minutes...,2016-06-12T21:57:09.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,I bet most who dislike the video doesn't have any new dlc weapons in bo3 and is mad so U guys take it out on their vids,2016-06-12T21:46:15.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,zzzzzz,2016-06-12T20:14:26.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,mmmmm 👎,2016-06-12T19:38:29.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,"gotta love the call of duty ""community"" telling people to literally end their life because they like a game you don't.  Jesus Christ guys. who cares if there first game was AW. we all love call of duty",2016-06-12T19:06:45.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,"All new gameplay element to make this cod different
""What is it?""
""The suns temperature!!"" 
Call of duty has completely fucked up yet again",2016-06-12T19:01:04.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,naaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa zzzzz,2016-06-12T17:40:43.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,BOOOOORING,2016-06-12T17:05:48.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,"17:00 ""this was the game we wanted to make and no-one is going to tell us no. "" not even the fans? you don't think the people buying your game should like what they are buying?",2016-06-12T14:59:01.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,is this the new star wars???,2016-06-12T14:36:20.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,"They said ""nobody was telling us no"" do the know that the trailer got a nuke of dislikes?",2016-06-12T12:58:45.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,i hate battlefield 1,2016-06-12T10:46:46.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,Guys I know it's in space but give it a chance maybe it won't be so bad I said maybe chill,2016-06-12T08:14:50.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,there's no audio,2016-06-12T08:09:57.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,"This is the last tech 
 cod... Fact",2016-06-12T07:25:08.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,can't wait to get fucked over by supply drops for the 3rd year in a row.,2016-06-12T07:00:16.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,that was soap in there,2016-06-12T06:42:25.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,Let's make more dislike,2016-06-12T06:29:28.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,17:06 boots on the ground yeah right 😂😂😂😂,2016-06-12T06:08:32.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,Ugly !!!,2016-06-12T02:19:13.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,8minuts,2016-06-12T02:07:09.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,why so long until start?,2016-06-12T01:08:48.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,when will you make the multiplayer trailer for infinite warfare,2016-06-12T00:23:08.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,Si saldrá que sarga rápido coña,2016-06-11T22:48:19.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,Que mierda yo me boy !!!!!!!,2016-06-11T22:47:38.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,I saw a atlas symbol on one of the guys in tge main fight seen,2016-06-11T22:33:20.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,why why this not call of duty we do not ask for this cod is we dont ask for exo man i should buy battlefield 1 than this trash if anyone enjoy this you missed out,2016-06-11T22:30:25.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,Dang another star wars game? Cant wait to play as yoda . But check out my chanbel and sub back if you would like.... Thanks,2016-06-11T22:27:53.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,Haven't seen gameplay yet but can anyone tell me if its good or not?,2016-06-11T20:41:02.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,omg yay halo 6,2016-06-11T19:34:48.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,Wow ı didn't know infinity ward employees were mad scientist that creating this infinite warfare virus somebody should call the CDC,2016-06-11T18:21:21.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,is it me ore do I see the Atlas logo on thare exos,2016-06-11T17:56:19.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,"activision needs to realize how many likes the battlefield 1 trailer has gotten and realize that's in the past. If they really want money, go back and not flying in the air...",2016-06-11T15:27:06.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,Plz like it it LOOKS SO AWSOME SJNCNSJSHJSJCHJSMSJD XDDDDDD,2016-06-11T13:39:48.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,"""Dog fighting""",2016-06-11T13:17:15.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,"in a world full dislikes there Are two no three ( one pissed in his pants)

they created a Game with the dumbass Ali-a

they will get to much call of duty noobs to bf1 DONT DO THIS INFINITY WARD",2016-06-11T12:46:48.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,no sound,2016-06-11T12:45:05.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,You can only get Infinite Warfare in supply drops,2016-06-11T12:43:48.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,How can I download it from Net For Free Please Tell Me the Idea or give me the Link,2016-06-11T12:21:27.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,Did they go to other planets to search rescources to build more supply drops oh I get it that's why the trillionairs are activision,2016-06-11T10:26:26.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,I love ghost,2016-06-11T08:09:17.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,ladies and gentlemen introducing CALL OF DUTY GHOST 2.0. NOW WITH ZOMBIES!,2016-06-11T07:04:16.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,happy for battlefield 1,2016-06-11T06:29:09.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,godawful,2016-06-11T06:09:58.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,I have no audio wtf,2016-06-11T04:37:50.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,Can't wait!!! :o who ever disliked this sucks,2016-06-11T02:07:53.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,"is the USSR trying to go to war with the US but in the Call of Duty community
#RaceToDislike",2016-06-11T00:55:27.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,Just realized this but its Halo with robots,2016-06-11T00:23:58.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,wtf,2016-06-10T23:54:10.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,I just might move to battlefield. Tbh,2016-06-10T23:00:07.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,tipical clock stream :v,2016-06-10T21:39:56.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,you can't judge this game because the trailer they have a lot of months to fix a lot of things,2016-06-10T21:38:20.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,omg we dont want to pay as some random guy anymore we want to play ass our selves or a created player then transfer that player the rewards and xp to multiplayer,2016-06-10T20:35:05.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,sound?,2016-06-10T20:29:46.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,Stream begins in 08:32 minutes but let's upload that part too!,2016-06-10T20:08:44.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,star wars,2016-06-10T19:48:52.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,think its gonna be better than people think!! i hope 😕😕,2016-06-10T19:22:29.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,we should give infinityward a chance. look at modern warfare they where great take my advice,2016-06-10T19:18:19.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,Why is everyone hating on this game I bet it is gonna a be a insanely good game,2016-06-10T19:14:54.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,NO SOUND?!,2016-06-10T17:57:01.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,id rather play dora,2016-06-10T17:31:15.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,Lol it's not the trailer and it has more dislikes than likes,2016-06-10T16:50:54.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,overwatch is more ralistic,2016-06-10T16:47:37.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,guys play the game then you will know if you like or not you don't have to be like everyone else,2016-06-10T16:47:33.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,Time to start a new franchise,2016-06-10T16:32:58.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,you lot seem like a matures,2016-06-10T16:06:11.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,My trailer starts at 12:13,2016-06-10T14:56:51.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,cum on,2016-06-10T14:25:41.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,me want to no why so laghish,2016-06-10T13:38:13.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,nice,2016-06-10T11:51:04.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,"everyone I know who likes the new games have either started on that game, or their 13 year old kids who just started, I know there are some people that like the new games, but their just trying to slowly make the game into destiny",2016-06-10T11:40:19.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,This game is such a TITANFALL ripoff,2016-06-10T10:19:17.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,"you should hav asked why the dislikes everyone needs the answers isn't it
the reason behind the futuristic cod??",2016-06-10T10:14:01.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,THIS IS NOT THE CALL OF DUTY FEELING,2016-06-10T09:37:41.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,cod is supposed to be a war simulator not a space simulator,2016-06-10T08:10:13.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,cod is supposed to be a war simulator not a space simulator,2016-06-10T08:10:12.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,I like it,2016-06-10T07:25:24.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,"Hey  come on guys give the game a chance,",2016-06-10T07:09:23.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,17:07 boots on the ground feeling thers a guy flouting in space,2016-06-10T06:33:53.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,I am just gana buy infinite warfare just to buy modern warfare remaster,2016-06-10T06:21:45.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,"What he said about multiplayer 'Take players to places they've never been before, maps in Earth and Space' WOW THIS REALLY SUCKS HAHA😂😂😂Just give us M Dub 1",2016-06-10T04:18:54.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,35:04 HE SAID WATERMELON,2016-06-10T04:08:46.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,it*,2016-06-10T04:01:59.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,BTW can you put bo2 on Xbox one,2016-06-10T01:14:14.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,but but but we like staying on the ground ;-(,2016-06-10T01:13:48.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,Maybe the developers made this game to show off how to save bucks for BF1!!!!,2016-06-10T00:52:09.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,who else came to dislike,2016-06-10T00:50:32.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,well the way i see it everyone might not like it but they are proud because they put all they had into it,2016-06-10T00:38:40.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,I like how theay added cod 4 cuz no one was gona buy the game without it,2016-06-09T22:19:55.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,no 15:00,2016-06-09T21:53:51.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,I cant wait to use the millenium falcon,2016-06-09T21:47:35.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,will there be no specialist?,2016-06-09T21:41:29.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,Sa vas être de la merde avec vos putain de jetpack,2016-06-09T21:40:39.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,"in the future when the game comes out

the player: *goes in the game* oh boy i cant wait to play
game: if you want to play pay 5,00$
player: whell ok...
game: if you want to play the first campaign mission pay 10$
player: come on but i want to play whell ill buy this last thing
game: you cant go without weapons buy supply drops with codpoints you need codpoints
player: OH COME ON! ILL JUST PLAY MULTIPLAYER
game: if you want to go into multiplayer you need to pay 100$
player: *exits game goes outstide smashes the game*",2016-06-09T21:25:36.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,"I don't want Infinite Warfare OR Battlefield 1...








I just want another Undertale game. *puts on shades and dives backwards into the hole of a certain mountain*",2016-06-09T21:06:22.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,thank you infinite ward,2016-06-09T20:13:02.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,"""Its the Game we needed to make""
You Wot M8",2016-06-09T20:07:32.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,this is sheet,2016-06-09T18:50:19.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,HOI ME NOY,2016-06-09T18:26:03.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,Noob futur,2016-06-09T17:45:14.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,"""Boots on the ground, with a gritty authentic war feeling""



BRO DO YOU KNOW WHAT GAME YOU MADE!?",2016-06-09T17:26:01.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,"Treyarch sucks at map design, and Black Ops 3 sucks in genital.",2016-06-09T16:40:18.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,you out did your self you mad a great game loves ya,2016-06-09T16:28:42.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,"Can we please have a game like black ops 1? That was the best game ever in my opinion and it never had any of the futuristic features. Can't you guys realize that people want a classic cod and do not like this ""evolution"" of cod and it's getting annoying because it's losing its grip from a what a fun game is supposed to be. I'm not buying this game.",2016-06-09T16:01:53.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,Check out my COD4 fan-made trailer on my channel :),2016-06-09T15:55:19.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,Xbox 360 😎✌👍😢,2016-06-09T14:41:05.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,I would be funny if this was like one of the best Cod's cuz there so much hate haha,2016-06-09T14:27:45.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,Am I the only one who doesn't care about how the game turns out? I'm going to grind and play it anyways.,2016-06-09T14:22:07.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,I saw some things that looked like the Halo series,2016-06-09T14:11:49.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,#PIMPEDTOPLAYHALO6,2016-06-09T13:34:52.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,"I want buy BattleField 1 & Infinite warfare & play It 
#IhadAlotMONEY$",2016-06-09T12:28:22.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,OMG,2016-06-09T11:29:40.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,"Sigh, ppl complain about the use of an old engine, but don't want to just stop playing console so much. That's your reason. Console could not handle this game otherwise. If they did do it, you would have a Metro 2033 situation, where they'd have to make a Redux.",2016-06-09T08:10:03.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,dont care the hate im gonna get this game looks great,2016-06-09T06:41:44.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,Remake of star wars this is,2016-06-09T05:51:45.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,Battlefield wins GG boys.,2016-06-09T05:49:54.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,and they talk about it as the best shooter of 2016 when Btf 1 or Arma 3 are better than Cod. Well done,2016-06-09T05:26:43.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,"For reals u guys suck,we dnt wanna play ""halo""😂😂,we wanna see how real war is happening right now😐✌",2016-06-09T05:01:34.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,i think that this is part 2 the game from advanced warfare,2016-06-09T04:54:58.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,the game hasn't even came out,2016-06-09T04:33:12.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,Well this went real well for them hahaha,2016-06-09T03:14:48.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,When are you going back to WW2? Let me now then I MIGHT buy one of your games.,2016-06-09T03:01:35.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,"Please, we want an Arab servers",2016-06-09T00:44:30.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,all you sock,2016-06-09T00:24:56.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,all you sock,2016-06-09T00:24:52.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,Boots on the ground my ass,2016-06-09T00:19:32.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,Plus everyone will just jump around like a flee,2016-06-08T23:40:39.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,More like you did opposite. when did call of duty become halo,2016-06-08T23:40:03.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,I hope there zombie in that GAME because what happen if this SUCK,2016-06-08T23:18:19.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,DID HE REALLY JUST SAY DOG FIGHTS IN SOACE THERES A NEW ONE FIR MERCMUSIC,2016-06-08T22:27:48.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,just saw the new Halo trailer wait hold on sorry that's the cod infinite warfare crap #bringww2back,2016-06-08T21:37:28.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,Why everyone hates the game even it's no finished and anyone played the game,2016-06-08T20:47:12.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,why look at the dislike plz,2016-06-08T20:29:47.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,Am I the only one who wants to play infinite warfare?,2016-06-08T20:06:15.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,"give infinity ward some credit. he may have messed up b4, but he won't let you down this time",2016-06-08T19:54:29.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,no wonder its ass infinity ward made it,2016-06-08T18:45:02.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,we want MW5 !!!,2016-06-08T18:24:44.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,Why do they seem proud to be selling this crap?,2016-06-08T18:11:22.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,"sniping in call of duty:
run around and zoom in real quick and one shot someone and if you are real good you join a clan or even start a YouTube series.
Battlefield sniping;
finding a good place to camp, use your high powered binoculars to find your range, set your range on your sniper, make sure you lead your sight in front if him if he is moving and go for headshots",2016-06-08T18:00:00.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,I feel bad for the game developers after all this hate,2016-06-08T16:58:12.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,I can't wait for this game people are just stupid these days they say it sucks but when it comes out there gonna buy it like really ?,2016-06-08T16:00:50.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,I still wanted extinction,2016-06-08T15:58:32.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,This better be  the last futuristic game,2016-06-08T15:55:01.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,I can't wait 😁😁😁😁😁,2016-06-08T15:16:35.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,please dont make the ps4 graphics better than the ps3 just make them the same please?,2016-06-08T15:07:52.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,call of booty infinite futureristic advanced turd hud modern warfare,2016-06-08T14:55:15.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,I bet battlefield 1 is going to take over,2016-06-08T14:33:00.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,Even this has more dislikes than likes smh,2016-06-08T14:20:58.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,There's no audio,2016-06-08T14:07:19.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,"Ehh I wouldn't knock the game. I'll give it a try...for the sake of past modern warfares, for the sake of soap, price, ghost, gaz, scarecrow, wallcroft etc.",2016-06-08T13:09:44.000Z
gQHON4gVSQ0,Call of Duty®: Infinite Warfare Reveal Stream,how to live stream in cod ghost,2016-06-08T12:57:38.000Z
