Classifier,Alpha Value,Cross_Val folds,Prediction Period,Parsing Day range,Score Std,Score average
Ridge Regression,0.94,3,3,2,0.14360535616595976,0.7740858893657219
Ridge Regression,0.95,3,3,2,0.14353749398721155,0.7741498212422039
Ridge Regression,0.96,3,3,2,0.1434700862180756,0.774213037288972
Ridge Regression,0.97,3,3,2,0.14340312257484097,0.7742755483398396
Ridge Regression,0.98,3,3,2,0.143336593045311,0.7743373649858993
Ridge Regression,0.99,3,3,2,0.14327048788077063,0.7743984975820913
Classifier,Alpha Value,Cross_Val folds,Prediction Period,Parsing Day range,Score Std,Score average
Ridge Regression,0.01,3,4,3,0.19897788473964523,0.3653264427509793
Ridge Regression,0.02,3,4,3,0.19753249782111074,0.36647780046922723
Ridge Regression,0.03,3,4,3,0.1961234293226069,0.3676004170523175
Ridge Regression,0.04,3,4,3,0.1947496971879634,0.36869586391274095
Ridge Regression,0.05,3,4,3,0.19341029278957572,0.3697655426269543
Ridge Regression,0.06,3,4,3,0.1921041964353765,0.37081071229571116
Ridge Regression,0.07,3,4,3,0.19083038900414603,0.37183251155217195
Ridge Regression,0.08,3,4,3,0.18958786062263358,0.3728319763905094
Ridge Regression,0.09,3,4,3,0.18837561707493547,0.3738100547081214
Ridge Regression,0.1,3,4,3,0.1871926844689802,0.37476761824657495
Ridge Regression,0.11,3,4,3,0.1860381125612032,0.3757054724604741
Ridge Regression,0.12,3,4,3,0.18491097704734286,0.37662436472569333
Ridge Regression,0.13,3,4,3,0.18381038105680894,0.3775249912088554
Ridge Regression,0.14,3,4,3,0.1827354560343817,0.3784080026513857
Ridge Regression,0.15,3,4,3,0.18168536215195344,0.3792740092686519
Ridge Regression,0.16,3,4,3,0.180659288361416,0.38012358492376513
Ridge Regression,0.17,3,4,3,0.17965645217542095,0.3809572707037212
Ridge Regression,0.18,3,4,3,0.17867609924378894,0.38177557800054523
Ridge Regression,0.19,3,4,3,0.17771750277862783,0.3825789911804068
Ridge Regression,0.2,3,4,3,0.1767799628696897,0.38336796990806987
Ridge Regression,0.21,3,4,3,0.17586280572246765,0.3841429511816325
Ridge Regression,0.22,3,4,3,0.17496538284445284,0.3849043511225787
Ridge Regression,0.23,3,4,3,0.17408707019936043,0.38565256655820823
Ridge Regression,0.24,3,4,3,0.17322726734474045,0.3863879764270692
Ridge Regression,0.25,3,4,3,0.17238539656488097,0.3871109430328241
Ridge Regression,0.26,3,4,3,0.1715609020081575,0.3878218131677407
Ridge Regression,0.27,3,4,3,0.17075324883579304,0.38852091912353864
Ridge Regression,0.28,3,4,3,0.16996192238724983,0.3892085796044982
Ridge Regression,0.29,3,4,3,0.16918642736610567,0.38988510055539566
Ridge Regression,0.3,3,4,3,0.16842628704917728,0.3905507759149138
Ridge Regression,0.31,3,4,3,0.16768104252079175,0.39120588830356945
Ridge Regression,0.32,3,4,3,0.16695025193342947,0.3918507096538854
Ridge Regression,0.33,3,4,3,0.16623348979543115,0.39248550178940955
Ridge Regression,0.34,3,4,3,0.16553034628604324,0.393110516958274
Ridge Regression,0.35,3,4,3,0.16484042659775638,0.3937259983261913
Ridge Regression,0.36,3,4,3,0.16416335030563958,0.3943321804331363
Ridge Regression,0.37,3,4,3,0.16349875076318682,0.39492928961740265
Ridge Regression,0.38,3,4,3,0.16284627452405367,0.39551754441025033
Ridge Regression,0.39,3,4,3,0.16220558078895306,0.39609715590395966
Ridge Regression,0.4,3,4,3,0.16157634087691336,0.3966683280957639
Ridge Regression,0.41,3,4,3,0.1609582377200505,0.3972312582098363
Ridge Regression,0.42,3,4,3,0.1603509653809759,0.3977861369992553
Ridge Regression,0.43,3,4,3,0.15975422859195132,0.3983331490296565
Ridge Regression,0.44,3,4,3,0.15916774231489433,0.39887247294608635
Ridge Regression,0.45,3,4,3,0.15859123132135317,0.3994042817244108
Ridge Regression,0.46,3,4,3,0.15802442979157272,0.39992874290849323
Ridge Regression,0.47,3,4,3,0.1574670809318023,0.400446018834226
Ridge Regression,0.48,3,4,3,0.15691893660901282,0.40095626684139657
Ridge Regression,0.49,3,4,3,0.15637975700222184,0.4014596394742669
Ridge Regression,0.5,3,4,3,0.1558493102696457,0.4019562846716722
Ridge Regression,0.51,3,4,3,0.15532737223093598,0.40244634594735623
Ridge Regression,0.52,3,4,3,0.15481372606377938,0.4029299625612088
Ridge Regression,0.53,3,4,3,0.15430816201417571,0.4034072696820023
Ridge Regression,0.54,3,4,3,0.15381047711973414,0.4038783985421797
Ridge Regression,0.55,3,4,3,0.15332047494536163,0.4043434765851941
Ridge Regression,0.56,3,4,3,0.152837965330742,0.40480262760586444
Ridge Regression,0.57,3,4,3,0.1523627641490373,0.4052559718841689
Ridge Regression,0.58,3,4,3,0.15189469307626313,0.40570362631287216
Ridge Regression,0.59,3,4,3,0.1514335793708262,0.40614570451934046
Ridge Regression,0.6,3,4,3,0.15097925566272719,0.406582316981886
Ridge Regression,0.61,3,4,3,0.15053155975196408,0.407013571140945
Ridge Regression,0.62,3,4,3,0.15009033441568995,0.4074395715053794
Ridge Regression,0.63,3,4,3,0.1496554272237036,0.40786041975416865
Ridge Regression,0.64,3,4,3,0.14922669036187453,0.40827621483373794
Ridge Regression,0.65,3,4,3,0.14880398046311732,0.40868705305115904
Ridge Regression,0.66,3,4,3,0.1483871584455602,0.40909302816343485
Ridge Regression,0.67,3,4,3,0.14797608935755993,0.409494231463073
Ridge Regression,0.68,3,4,3,0.14757064222924002,0.4098907518601373
Ridge Regression,0.69,3,4,3,0.14717068993024635,0.4102826759609526
Ridge Regression,0.7,3,4,3,0.1467761090334215,0.41067008814363026
Ridge Regression,0.71,3,4,3,0.14638677968412672,0.41105307063057134
Ridge Regression,0.72,3,4,3,0.14600258547494122,0.4114317035580915
Ridge Regression,0.73,3,4,3,0.1456234133254942,0.4118060650433075
Ridge Regression,0.74,3,4,3,0.14524915336718833,0.41217623124841535
Ridge Regression,0.75,3,4,3,0.1448796988325909,0.41254227644248065
Ridge Regression,0.76,3,4,3,0.1445149459492782,0.4129042730608581
Ridge Regression,0.77,3,4,3,0.14415479383792867,0.4132622917623503
Ridge Regression,0.78,3,4,3,0.14379914441447364,0.4136164014842052
Ridge Regression,0.79,3,4,3,0.14344790229612067,0.4139666694950524
Ridge Regression,0.8,3,4,3,0.14310097471107647,0.41431316144587077
Ridge Regression,0.81,3,4,3,0.1427582714118014,0.4146559414190727
Ridge Regression,0.82,3,4,3,0.1424197045916424,0.41499507197578733
Ridge Regression,0.83,3,4,3,0.14208518880468976,0.41533061420142464
Ridge Regression,0.84,3,4,3,0.14175464088871875,0.41566262774959056
Ridge Regression,0.85,3,4,3,0.14142797989108014,0.4159911708844249
Ridge Regression,0.86,3,4,3,0.14110512699741012,0.41631630052143054
Ridge Regression,0.87,3,4,3,0.14078600546303902,0.4166380722668556
Ridge Regression,0.88,3,4,3,0.1404705405469785,0.4169565404556897
Ridge Regression,0.89,3,4,3,0.14015865944838135,0.41727175818833206
Ridge Regression,0.9,3,4,3,0.13985029124536397,0.417583777365986
Ridge Regression,0.91,3,4,3,0.13954536683609414,0.4178926487248312
Ridge Regression,0.92,3,4,3,0.1392438188820457,0.4181984218690246
Ridge Regression,0.93,3,4,3,0.13894558175333052,0.4185011453025762
Ridge Regression,0.94,3,4,3,0.13865059147602107,0.41880086646014414
Ridge Regression,0.95,3,4,3,0.13835878568137852,0.41909763173679493
Ridge Regression,0.96,3,4,3,0.13807010355691077,0.41939148651676533
Ridge Regression,0.97,3,4,3,0.137784485799181,0.41968247520126956
Ridge Regression,0.98,3,4,3,0.13750187456829902,0.4199706412353856
Ridge Regression,0.99,3,4,3,0.13722221344402338,0.4202560271340568
Classifier,Alpha Value,Cross_Val folds,Prediction Period,Parsing Day range,Score Std,Score average
Ridge Regression,0.01,3,5,4,0.11311051854664811,0.3894444522166876
Ridge Regression,0.02,3,5,4,0.1117503906968888,0.3913560080755986
Ridge Regression,0.03,3,5,4,0.11042538258800218,0.39319174117507333
Ridge Regression,0.04,3,5,4,0.10913483460003724,0.3949572425569164
Ridge Regression,0.05,3,5,4,0.1078780231876624,0.3966574786770769
Ridge Regression,0.06,3,5,4,0.1066541782252702,0.39829688255245327
Ridge Regression,0.07,3,5,4,0.10546249718858774,0.3998794289913017
Ridge Regression,0.08,3,5,4,0.10430215669723993,0.40140869707645765
Ridge Regression,0.09,3,5,4,0.10317232186602009,0.40288792237060633
Ridge Regression,0.1,3,5,4,0.10207215384267448,0.4043200407813876
Ridge Regression,0.11,3,5,4,0.10100081584845758,0.4057077256175286
Ridge Regression,0.12,3,5,4,0.09995747798483572,0.4070534190538191
Ridge Regression,0.13,3,5,4,0.09894132102490764,0.4083593589795069
Ridge Regression,0.14,3,5,4,0.09795153937051235,0.4096276020146849
Ridge Regression,0.15,3,5,4,0.09698734332466474,0.4108600433298292
Ridge Regression,0.16,3,5,4,0.09604796080294452,0.41205843378547496
Ridge Regression,0.17,3,5,4,0.0951326385859283,0.41322439481500894
Ridge Regression,0.18,3,5,4,0.09424064319696278,0.41435943139835185
Ridge Regression,0.19,3,5,4,0.09337126147487612,0.41546494341383516
Ridge Regression,0.2,3,5,4,0.09252380089910048,0.4165422356066924
Ridge Regression,0.21,3,5,4,0.09169758971465894,0.41759252637290073
Ridge Regression,0.22,3,5,4,0.09089197689620504,0.41861695552471057
Ridge Regression,0.23,3,5,4,0.0901063319834686,0.4196165911776637
Ridge Regression,0.24,3,5,4,0.08934004481481267,0.4205924358770459
Ridge Regression,0.25,3,5,4,0.08859252518093595,0.42154543206366085
Ridge Regression,0.26,3,5,4,0.08786320241687595,0.42247646696382485
Ridge Regression,0.27,3,5,4,0.08715152494727664,0.4233863769759975
Ridge Regression,0.28,3,5,4,0.0864569597972094,0.4242759516160198
Ridge Regression,0.29,3,5,4,0.08577899207864348,0.4251459370741741
Ridge Regression,0.3,3,5,4,0.08511712446082025,0.4259970394298987
Ridge Regression,0.31,3,5,4,0.08447087663127725,0.4268299275637573
Ridge Regression,0.32,3,5,4,0.08383978475298982,0.4276452358009791
Ridge Regression,0.33,3,5,4,0.08322340092206292,0.4284435663163885
Ridge Regression,0.34,3,5,4,0.08262129262952829,0.42922549132671567
Ridge Regression,0.35,3,5,4,0.08203304223007243,0.42999155509298964
Ridge Regression,0.36,3,5,4,0.08145824641993596,0.43074227575291396
Ridge Regression,0.37,3,5,4,0.08089651572570966,0.43147814700069115
Ridge Regression,0.38,3,5,4,0.08034747400535301,0.4321996396296857
Ridge Regression,0.39,3,5,4,0.07981075796241241,0.43290720295149604
Ridge Regression,0.4,3,5,4,0.07928601667414202,0.43360126610344923
Ridge Regression,0.41,3,5,4,0.07877291113399175,0.4342822392551651
Ridge Regression,0.42,3,5,4,0.07827111380874137,0.43495051472364854
Ridge Regression,0.43,3,5,4,0.07778030821040588,0.43560646800533437
Ridge Regression,0.44,3,5,4,0.07730018848290658,0.43625045873259993
Ridge Regression,0.45,3,5,4,0.07683045900340801,0.43688283156146235
Ridge Regression,0.46,3,5,4,0.07637083399813151,0.43750391699647945
Ridge Regression,0.47,3,5,4,0.07592103717239822,0.4381140321582538
Ridge Regression,0.48,3,5,4,0.07548080135460096,0.4387134814983955
Ridge Regression,0.49,3,5,4,0.07504986815376812,0.4393025574663149
Ridge Regression,0.5,3,5,4,0.07462798763035146,0.43988154113179084
Ridge Regression,0.51,3,5,4,0.07421491797984879,0.4404507027668789
Ridge Regression,0.52,3,5,4,0.0738104252288634,0.4410103023903876
Ridge Regression,0.53,3,5,4,0.07341428294318657,0.4415605902778445
Ridge Regression,0.54,3,5,4,0.07302627194749227,0.4421018074396132
Ridge Regression,0.55,3,5,4,0.07264618005622503,0.4426341860695719
Ridge Regression,0.56,3,5,4,0.0722738018152752,0.4431579499665552
Ridge Regression,0.57,3,5,4,0.07190893825402805,0.44367331493056694
Ridge Regression,0.58,3,5,4,0.07155139664739181,0.44418048913559155
Ridge Regression,0.59,3,5,4,0.07120099028741152,0.44467967348068244
Ridge Regression,0.6,3,5,4,0.07085753826408488,0.44517106192086153
Ridge Regression,0.61,3,5,4,0.07052086525501193,0.44565484177923115
Ridge Regression,0.62,3,5,4,0.07019080132351543,0.44613119404159624
Ridge Regression,0.63,3,5,4,0.06986718172488365,0.44660029363477777
Ridge Regression,0.64,3,5,4,0.06954984672039945,0.4470623096897097
Ridge Regression,0.65,3,5,4,0.06923864139882828,0.4475174057903266
Ridge Regression,0.66,3,5,4,0.06893341550505436,0.4479657402091668
Ridge Regression,0.67,3,5,4,0.06863402327555986,0.44840746613054955
Ridge Regression,0.68,3,5,4,0.06834032328046155,0.44884273186211354
Ridge Regression,0.69,3,5,4,0.06805217827182237,0.4492716810354514
Ridge Regression,0.7,3,5,4,0.06776945503797399,0.449694452796517
Ridge Regression,0.71,3,5,4,0.06749202426359244,0.4501111819864317
Ridge Regression,0.72,3,5,4,0.06721976039528256,0.450521999313275
Ridge Regression,0.73,3,5,4,0.06695254151243588,0.45092703151539776
Ridge Regression,0.74,3,5,4,0.06669024920313618,0.4513264015167633
Ridge Regression,0.75,3,5,4,0.06643276844489886,0.4517202285747823
Ridge Regression,0.76,3,5,4,0.06617998749003737,0.4521086284210776
Ridge Regression,0.77,3,5,4,0.06593179775545992,0.45249171339558486
Ridge Regression,0.78,3,5,4,0.06568809371670874,0.4528695925743687
Ridge Regression,0.79,3,5,4,0.06544877280606101,0.4532423718915044
Ridge Regression,0.8,3,5,4,0.06521373531451989,0.4536101542553583
Ridge Regression,0.81,3,5,4,0.06498288429753234,0.45397303965957375
Ridge Regression,0.82,3,5,4,0.06475612548427521,0.45433112528905156
Ridge Regression,0.83,3,5,4,0.06453336719036007,0.4546845056211956
Ridge Regression,0.84,3,5,4,0.06431452023381423,0.455033272522674
Ridge Regression,0.85,3,5,4,0.06409949785420041,0.455377515341937
Ridge Regression,0.86,3,5,4,0.06388821563474388,0.45571732099771106
