Classifier,Alpha Value,Cross_Val folds,N° Neighbors,Prediction Period,Parsing Day range,Score Std,Score average
Knn Classifier,0.1,3,31,6,3,0.052353479764490805,0.3982905982905984
Knn Classifier,0.1,3,32,6,3,0.04680702726251916,0.3988034188034188
Knn Classifier,0.1,3,33,6,3,0.06818798654724496,0.38594491927825264
Knn Classifier,0.1,3,34,6,3,0.009620278261826449,0.41016144349477685
Knn Classifier,0.1,3,35,6,3,0.02094139190579633,0.3593162393162393
Knn Classifier,0.1,3,36,6,3,0.034291023518548305,0.4348528015194682
Knn Classifier,0.1,3,37,6,3,0.009620278261826449,0.41016144349477685
Knn Classifier,0.1,3,38,6,3,0.021572719472353844,0.39781576448243117
Knn Classifier,0.1,3,39,6,3,0.018148841377359507,0.42250712250712247
Classifier,Alpha Value,Cross_Val folds,N° Neighbors,Prediction Period,Parsing Day range,Score Std,Score average
Knn Classifier,0.1,3,1,7,4,0.09065471553673687,0.5512820512820513
Knn Classifier,0.1,3,2,7,4,0.08308641921035714,0.4615384615384615
Knn Classifier,0.1,3,3,7,4,0.04796996649710181,0.4358974358974359
Knn Classifier,0.1,3,4,7,4,0.06280742930213275,0.4615384615384615
Knn Classifier,0.1,3,5,7,4,0.06537204504606135,0.3974358974358974
Knn Classifier,0.1,3,6,7,4,0.03140371465106639,0.4230769230769231
Knn Classifier,0.1,3,7,7,4,0.05439282932204211,0.4615384615384615
Knn Classifier,0.1,3,8,7,4,0.03626188621469475,0.4743589743589744
Knn Classifier,0.1,3,9,7,4,0.06537204504606133,0.5128205128205129
Knn Classifier,0.1,3,10,7,4,0.06537204504606133,0.48717948717948717
Knn Classifier,0.1,3,11,7,4,0.03140371465106637,0.5384615384615384
Knn Classifier,0.1,3,12,7,4,0.04796996649710178,0.5128205128205128
Knn Classifier,0.1,3,13,7,4,0.03626188621469472,0.5128205128205128
Knn Classifier,0.1,3,14,7,4,0.06280742930213275,0.5
Knn Classifier,0.1,3,15,7,4,0.0479699664971018,0.4743589743589744
Knn Classifier,0.1,3,16,7,4,0.09421114395319917,0.5
Knn Classifier,0.1,3,17,7,4,0.08308641921035714,0.4615384615384615
Knn Classifier,0.1,3,18,7,4,0.04796996649710181,0.4871794871794872
Knn Classifier,0.1,3,19,7,4,0.06280742930213275,0.5
Knn Classifier,0.1,3,20,7,4,0.06537204504606133,0.4743589743589744
Knn Classifier,0.1,3,21,7,4,0.07903094875601253,0.5128205128205129
Knn Classifier,0.1,3,22,7,4,0.0479699664971018,0.4743589743589743
Knn Classifier,0.1,3,23,7,4,0.06280742930213275,0.4615384615384615
Knn Classifier,0.1,3,24,7,4,0.08308641921035718,0.5384615384615384
Knn Classifier,0.1,3,25,7,4,0.10094881889758729,0.4358974358974359
Knn Classifier,0.1,3,26,7,4,0.06537204504606135,0.4358974358974359
Knn Classifier,0.1,3,27,7,4,0.1009488188975873,0.48717948717948717
Knn Classifier,0.1,3,28,7,4,0.11322770341445959,0.5
Knn Classifier,0.1,3,29,7,4,0.08308641921035718,0.4230769230769231
Knn Classifier,0.1,3,30,7,4,0.04796996649710181,0.44871794871794873
Knn Classifier,0.1,3,31,7,4,0.06537204504606135,0.4358974358974359
Knn Classifier,0.1,3,32,7,4,0.04796996649710181,0.3717948717948718
Knn Classifier,0.1,3,33,7,4,0.04796996649710181,0.3717948717948718
Knn Classifier,0.1,3,34,7,4,0.04796996649710181,0.3717948717948718
Knn Classifier,0.1,3,35,7,4,0.0479699664971018,0.358974358974359
Knn Classifier,0.1,3,36,7,4,0.01813094310734736,0.4102564102564103
Knn Classifier,0.1,3,37,7,4,0.018130943107347388,0.3717948717948718
Knn Classifier,0.1,3,38,7,4,0.03140371465106639,0.42307692307692313
Knn Classifier,0.1,3,39,7,4,0.07903094875601252,0.43589743589743585
Classifier,Alpha Value,Cross_Val folds,N° Neighbors,Prediction Period,Parsing Day range,Score Std,Score average
Knn Classifier,0.1,3,1,8,5,0.07985490206038194,0.5409686609686609
Knn Classifier,0.1,3,2,8,5,0.055459450482015324,0.42345679012345677
Knn Classifier,0.1,3,3,8,5,0.06556159680310322,0.4466856600189934
Knn Classifier,0.1,3,4,8,5,0.05493699688504328,0.44771130104463436
Knn Classifier,0.1,3,5,8,5,0.025936881314509493,0.43532763532763535
Knn Classifier,0.1,3,6,8,5,0.034291023518548305,0.4348528015194682
Knn Classifier,0.1,3,7,8,5,0.025936881314509493,0.43532763532763535
Knn Classifier,0.1,3,8,8,5,0.016938918618868884,0.46100664767331434
Knn Classifier,0.1,3,9,8,5,0.05562993697622623,0.40921177587844254
Knn Classifier,0.1,3,10,8,5,0.08618661769036688,0.4990693257359924
Knn Classifier,0.1,3,11,8,5,0.0392046072911635,0.4738651471984805
Knn Classifier,0.1,3,12,8,5,0.024265091049120766,0.487673314339981
Knn Classifier,0.1,3,13,8,5,0.06352450983143014,0.512877492877493
Knn Classifier,0.1,3,14,8,5,0.04540391761126135,0.5256980056980057
Knn Classifier,0.1,3,15,8,5,0.05772166957095872,0.539031339031339
Knn Classifier,0.1,3,16,8,5,0.0454951253646624,0.5641975308641975
Knn Classifier,0.1,3,17,8,5,0.1030857404169889,0.5247483380816714
Knn Classifier,0.1,3,18,8,5,0.12860589465734354,0.4877492877492878
Knn Classifier,0.1,3,19,8,5,0.11068586899912265,0.5005698005698006
Knn Classifier,0.1,3,20,8,5,0.1814444799312852,0.4867996201329534
Knn Classifier,0.1,3,21,8,5,0.12056021674411593,0.5015574548907882
Knn Classifier,0.1,3,22,8,5,0.10372762004672989,0.44774928774928774
Knn Classifier,0.1,3,23,8,5,0.07386778688053298,0.4482241215574549
Knn Classifier,0.1,3,24,8,5,0.11786611228797013,0.4359164292497626
Knn Classifier,0.1,3,25,8,5,0.11046747941506965,0.46207027540360873
Knn Classifier,0.1,3,26,8,5,0.11046747941506965,0.46207027540360873
Knn Classifier,0.1,3,27,8,5,0.08739711770410699,0.45019943019943015
Knn Classifier,0.1,3,28,8,5,0.12213316009410169,0.4768660968660969
Knn Classifier,0.1,3,29,8,5,0.05470778551639021,0.4111870845204178
Knn Classifier,0.1,3,30,8,5,0.07786294149957099,0.45067426400759736
Knn Classifier,0.1,3,31,8,5,0.0932020616557419,0.43880341880341883
Knn Classifier,0.1,3,32,8,5,0.06014573632549844,0.47584045584045587
Knn Classifier,0.1,3,33,8,5,0.08991766332173358,0.43785375118708453
Knn Classifier,0.1,3,34,8,5,0.08991766332173358,0.43785375118708453
Knn Classifier,0.1,3,35,8,5,0.12281977227873722,0.4369040835707502
Knn Classifier,0.1,3,36,8,5,0.07230345397680464,0.5138651471984805
Knn Classifier,0.1,3,37,8,5,0.0634746127197505,0.4743779677113011
Knn Classifier,0.1,3,38,8,5,0.03935866244193606,0.4363532763532763
Knn Classifier,0.1,3,39,8,5,0.025936881314509493,0.43532763532763535
Classifier,Alpha Value,Cross_Val folds,N° Neighbors,Prediction Period,Parsing Day range,Score Std,Score average
Knn Classifier,0.1,3,1,9,6,0.05539469735771757,0.4496866096866097
Knn Classifier,0.1,3,2,9,6,0.05755893979277752,0.4348148148148148
Knn Classifier,0.1,3,3,9,6,0.009099025072932494,0.4871604938271605
Knn Classifier,0.1,3,4,9,6,0.13728876456462824,0.5112630579297246
Knn Classifier,0.1,3,5,9,6,0.11715858439235609,0.5399050332383666
Knn Classifier,0.1,3,6,9,6,0.05130332645805925,0.552801519468186
Knn Classifier,0.1,3,7,9,6,0.02721667198969278,0.576980056980057
Knn Classifier,0.1,3,8,9,6,0.031190195943636312,0.5631718898385565
Knn Classifier,0.1,3,9,9,6,0.0479248311216291,0.5626970560303893
Knn Classifier,0.1,3,10,9,6,0.018148841377359507,0.5774928774928775
Knn Classifier,0.1,3,11,9,6,0.009072223996564252,0.5256600189933524
Knn Classifier,0.1,3,12,9,6,0.026228010937560328,0.6288129154795822
Knn Classifier,0.1,3,13,9,6,0.06344396078122086,0.6026210826210826
Knn Classifier,0.1,3,14,9,6,0.03984532811249241,0.5251471984805317
Knn Classifier,0.1,3,15,9,6,0.06742974992685273,0.5750047483380817
Knn Classifier,0.1,3,16,9,6,0.06157055428045624,0.549363722697056
Knn Classifier,0.1,3,17,9,6,0.10503633289791975,0.5887749287749288
Knn Classifier,0.1,3,18,9,6,0.03984532811249241,0.5251471984805317
Knn Classifier,0.1,3,19,9,6,0.0717309492990024,0.5246343779677113
Knn Classifier,0.1,3,20,9,6,0.05682092371946919,0.4733143399810067
Knn Classifier,0.1,3,21,9,6,0.07279527314736231,0.536980056980057
Knn Classifier,0.1,3,22,9,6,0.09661027985840104,0.5359924026590693
Knn Classifier,0.1,3,23,9,6,0.09440632351949639,0.5226970560303893
Knn Classifier,0.1,3,24,9,6,0.12575528266023348,0.5217094017094017
Knn Classifier,0.1,3,25,9,6,0.08109916794751386,0.5103513770180436
Knn Classifier,0.1,3,26,9,6,0.0553946973577176,0.5503133903133903
Knn Classifier,0.1,3,27,9,6,0.0601457363254984,0.5241595441595441
Knn Classifier,0.1,3,28,9,6,0.0415807733658565,0.5394681861348528
Knn Classifier,0.1,3,29,9,6,0.05130332645805925,0.552801519468186
Knn Classifier,0.1,3,30,9,6,0.023737526700421143,0.5133143399810066
Knn Classifier,0.1,3,31,9,6,0.02721656595229468,0.4999810066476733
Knn Classifier,0.1,3,32,9,6,0.04904700705529496,0.4758024691358025
Knn Classifier,0.1,3,33,9,6,0.06743193268105921,0.5019563152896486
Knn Classifier,0.1,3,34,9,6,0.03312566975295624,0.52664767331434
Knn Classifier,0.1,3,35,9,6,0.027189711935464708,0.5384805318138651
Knn Classifier,0.1,3,36,9,6,0.0245361327227018,0.5518138651471984
Knn Classifier,0.1,3,37,9,6,0.03467938567536342,0.552326685660019
Knn Classifier,0.1,3,38,9,6,0.04343854835989921,0.5395061728395062
Knn Classifier,0.1,3,39,9,6,0.04540391761126135,0.5256980056980057
Classifier,Alpha Value,Cross_Val folds,N° Neighbors,Prediction Period,Parsing Day range,Score Std,Score average
Knn Classifier,0.1,3,1,10,7,0.056955841641450365,0.46203228869895535
Knn Classifier,0.1,3,2,10,7,0.044388598122514715,0.421994301994302
Knn Classifier,0.1,3,3,10,7,0.058138580115014604,0.4224691358024691
Knn Classifier,0.1,3,4,10,7,0.1694683838380266,0.47225071225071225
Knn Classifier,0.1,3,5,10,7,0.04540391761126133,0.4743019943019943
Knn Classifier,0.1,3,6,10,7,0.06111551985962338,0.48566001899335226
Knn Classifier,0.1,3,7,10,7,0.04067306554178167,0.499031339031339
Knn Classifier,0.1,3,8,10,7,0.027216565952294665,0.5000189933523267
Knn Classifier,0.1,3,9,10,7,0.06944168580814687,0.5118898385565053
Knn Classifier,0.1,3,10,10,7,0.05918479749668629,0.562659069325736
Knn Classifier,0.1,3,11,10,7,0.09166442922639179,0.5645963912630579
Knn Classifier,0.1,3,12,10,7,0.0553946973577176,0.5503133903133903
Knn Classifier,0.1,3,13,10,7,0.07884998202037277,0.5108262108262108
Knn Classifier,0.1,3,14,10,7,0.06556159680310322,0.4466856600189934
Knn Classifier,0.1,3,15,10,7,0.02347813447691798,0.5508262108262109
Knn Classifier,0.1,3,16,10,7,0.0569558416414504,0.5379677113010447
Knn Classifier,0.1,3,17,10,7,0.02721656595229468,0.4999810066476733
Knn Classifier,0.1,3,18,10,7,0.07484096166656673,0.5122886989553656
Knn Classifier,0.1,3,19,10,7,0.06994236426311988,0.5266096866096867
Knn Classifier,0.1,3,20,10,7,0.0415807733658565,0.5394681861348528
Knn Classifier,0.1,3,21,10,7,0.056284940150800836,0.5389553656220323
Knn Classifier,0.1,3,22,10,7,0.04250354094663647,0.5779677113010447
Knn Classifier,0.1,3,23,10,7,0.040908744508100954,0.5518518518518518
Knn Classifier,0.1,3,24,10,7,0.040908744508100954,0.5518518518518518
Knn Classifier,0.1,3,25,10,7,0.040908744508100954,0.5518518518518518
Knn Classifier,0.1,3,26,10,7,0.024265091049120762,0.5123266856600189
Knn Classifier,0.1,3,27,10,7,0.0415807733658565,0.5394681861348528
Knn Classifier,0.1,3,28,10,7,0.03351300457113405,0.5138271604938272
Knn Classifier,0.1,3,29,10,7,0.03351300457113405,0.5138271604938272
Knn Classifier,0.1,3,30,10,7,0.027189711935464708,0.5384805318138651
Knn Classifier,0.1,3,31,10,7,0.015728995860378254,0.4995061728395062
Knn Classifier,0.1,3,32,10,7,0.03234982204142901,0.5246723646723647
Knn Classifier,0.1,3,33,10,7,0.009099025072932481,0.5128395061728396
Knn Classifier,0.1,3,34,10,7,0.009072223996564252,0.5256600189933524
Knn Classifier,0.1,3,35,10,7,0.023737526700421143,0.5133143399810066
Knn Classifier,0.1,3,36,10,7,0.024265091049120762,0.5123266856600189
Knn Classifier,0.1,3,37,10,7,0.015728995860378275,0.5004938271604938
Knn Classifier,0.1,3,38,10,7,0.015728995860378275,0.5004938271604938
Knn Classifier,0.1,3,39,10,7,0.024265091049120766,0.487673314339981
Classifier,Alpha Value,Cross_Val folds,N° Neighbors,Prediction Period,Parsing Day range,Score Std,Score average
Knn Classifier,0.1,3,1,11,8,0.03196362816354286,0.48814814814814816
Knn Classifier,0.1,3,2,11,8,0.05732726754774683,0.5005318138651472
Knn Classifier,0.1,3,3,11,8,0.04531796352382798,0.448698955365622
Knn Classifier,0.1,3,4,11,8,0.07721165664427802,0.4467236467236468
Knn Classifier,0.1,3,5,11,8,0.04531796352382798,0.448698955365622
Knn Classifier,0.1,3,6,11,8,0.03890702806411512,0.5760303893637228
Knn Classifier,0.1,3,7,11,8,0.06632652137637378,0.5365432098765432
Knn Classifier,0.1,3,8,11,8,0.04904700705529496,0.4758024691358025
Knn Classifier,0.1,3,9,11,8,0.04157896875549895,0.4625071225071225
Knn Classifier,0.1,3,10,11,8,0.08437795862612922,0.5242355175688509
Knn Classifier,0.1,3,11,11,8,0.04067306554178167,0.499031339031339
Knn Classifier,0.1,3,12,11,8,0.06396503131497999,0.47236467236467233
Knn Classifier,0.1,3,13,11,8,0.09521003598296343,0.4713770180436847
Knn Classifier,0.1,3,14,11,8,0.05886903073367944,0.47287749287749287
Knn Classifier,0.1,3,15,11,8,0.024265091049120762,0.5123266856600189
Knn Classifier,0.1,3,16,11,8,0.04531796352382801,0.551301044634378
Knn Classifier,0.1,3,17,11,8,0.009099025072932481,0.5128395061728396
Knn Classifier,0.1,3,18,11,8,0.0520572065242173,0.4728395061728395
Knn Classifier,0.1,3,19,11,8,0.027189711935464708,0.5384805318138651
Knn Classifier,0.1,3,20,11,8,0.045344821789451234,0.5128015194681861
Knn Classifier,0.1,3,21,11,8,0.0569558416414504,0.5379677113010447
Knn Classifier,0.1,3,22,11,8,0.09149120093595083,0.5260968660968661
Knn Classifier,0.1,3,23,11,8,0.0569558416414504,0.5379677113010447
Knn Classifier,0.1,3,24,11,8,0.06347461271975054,0.525622032288699
Knn Classifier,0.1,3,25,11,8,0.06344775328318719,0.5641215574548908
Knn Classifier,0.1,3,26,11,8,0.07386778688053301,0.5517758784425452
Knn Classifier,0.1,3,27,11,8,0.0245361327227018,0.5518138651471984
Knn Classifier,0.1,3,28,11,8,0.0745503039410538,0.5507882241215575
Knn Classifier,0.1,3,29,11,8,0.0736051831071886,0.49848053181386504
Knn Classifier,0.1,3,30,11,8,0.0569558416414504,0.5379677113010447
Knn Classifier,0.1,3,31,11,8,0.03984532811249241,0.5251471984805317
Knn Classifier,0.1,3,32,11,8,0.08807838207356697,0.511301044634378
Knn Classifier,0.1,3,33,11,8,0.0717309492990024,0.5246343779677113
Knn Classifier,0.1,3,34,11,8,0.0717309492990024,0.5246343779677113
Knn Classifier,0.1,3,35,11,8,0.057327267547746794,0.4994681861348527
Knn Classifier,0.1,3,36,11,8,0.045344821789451234,0.5128015194681861
Knn Classifier,0.1,3,37,11,8,0.04540391761126133,0.4743019943019943
Knn Classifier,0.1,3,38,11,8,0.07344368083953492,0.4747768281101614
Knn Classifier,0.1,3,39,11,8,0.038348787167442985,0.4491358024691358
Classifier,Alpha Value,Cross_Val folds,N° Neighbors,Prediction Period,Parsing Day range,Score Std,Score average
Knn Classifier,0.1,3,1,12,9,0.05493699688504333,0.5522886989553656
Knn Classifier,0.1,3,2,12,9,0.0434385483598992,0.46049382716049375
Knn Classifier,0.1,3,3,12,9,0.022974907287808637,0.5251851851851852
Knn Classifier,0.1,3,4,12,9,0.12036421704125772,0.5504273504273504
Knn Classifier,0.1,3,5,12,9,0.09133367362680583,0.5124026590693257
Knn Classifier,0.1,3,6,12,9,0.1304811068275064,0.5494396961063628
Knn Classifier,0.1,3,7,12,9,0.05296972531579227,0.56320987654321
Knn Classifier,0.1,3,8,12,9,0.07326068627046724,0.5637226970560304
Knn Classifier,0.1,3,9,12,9,0.058138580115014604,0.5775308641975309
Knn Classifier,0.1,3,10,12,9,0.025936881314509493,0.5646723646723647
Knn Classifier,0.1,3,11,12,9,0.05570970084531766,0.5380436847103515
Knn Classifier,0.1,3,12,12,9,0.0454951253646624,0.5641975308641975
Knn Classifier,0.1,3,13,12,9,0.06359739039369176,0.5513770180436848
Knn Classifier,0.1,3,14,12,9,0.02965103811769383,0.5888509021842355
Knn Classifier,0.1,3,15,12,9,0.055136527383751285,0.6268755935422602
Knn Classifier,0.1,3,16,12,9,0.01209922758490637,0.6150047483380817
Knn Classifier,0.1,3,17,12,9,0.03890702806411512,0.5760303893637228
Knn Classifier,0.1,3,18,12,9,0.05823314122966554,0.6011585944919279
Knn Classifier,0.1,3,19,12,9,0.031190195943636312,0.5631718898385565
Knn Classifier,0.1,3,20,12,9,0.048671005486544766,0.5883380816714151
Knn Classifier,0.1,3,21,12,9,0.01330915034339695,0.5765052231718898
Knn Classifier,0.1,3,22,12,9,0.021572719472353865,0.6021842355175688
Knn Classifier,0.1,3,23,12,9,0.009620278261826468,0.5898385565052231
Knn Classifier,0.1,3,24,12,9,0.010090601635089437,0.6283380816714151
Knn Classifier,0.1,3,25,12,9,0.027616869853767444,0.6155175688509021
Knn Classifier,0.1,3,26,12,9,0.02681561365917084,0.6031718898385564
Knn Classifier,0.1,3,27,12,9,0.009492876732839384,0.602659069325736
Knn Classifier,0.1,3,28,12,9,0.01209922758490637,0.6150047483380817
Knn Classifier,0.1,3,29,12,9,0.01209922758490637,0.6150047483380817
Knn Classifier,0.1,3,30,12,9,0.030034538219452588,0.6016714150047484
Knn Classifier,0.1,3,31,12,9,0.01209922758490637,0.6150047483380817
Knn Classifier,0.1,3,32,12,9,0.028501422223133434,0.6273504273504273
Knn Classifier,0.1,3,33,12,9,0.022019595518391753,0.6278252611585945
Knn Classifier,0.1,3,34,12,9,0.039779707220872276,0.6144919278252612
Knn Classifier,0.1,3,35,12,9,0.022019595518391753,0.6278252611585945
Knn Classifier,0.1,3,36,12,9,0.009492876732839384,0.602659069325736
Knn Classifier,0.1,3,37,12,9,0.01330915034339695,0.5765052231718898
Knn Classifier,0.1,3,38,12,9,0.022728369487787673,0.5893257359924027
Knn Classifier,0.1,3,39,12,9,0.022251974790490486,0.563684710351377
Classifier,Alpha Value,Cross_Val folds,N° Neighbors,Prediction Period,Parsing Day range,Score Std,Score average
Knn Classifier,0.1,3,1,13,10,0.11131289378113847,0.5419563152896486
Knn Classifier,0.1,3,2,13,10,0.025936881314509493,0.43532763532763535
Knn Classifier,0.1,3,3,13,10,0.06209373368908246,0.5528395061728396
Knn Classifier,0.1,3,4,13,10,0.14521445495632854,0.550940170940171
Knn Classifier,0.1,3,5,13,10,0.12352485230289416,0.5139031339031339
Knn Classifier,0.1,3,6,13,10,0.12459536052199136,0.5923646723646724
Knn Classifier,0.1,3,7,13,10,0.1271549801034029,0.5804938271604938
Knn Classifier,0.1,3,8,13,10,0.1409321998673386,0.5286989553656221
Knn Classifier,0.1,3,9,13,10,0.080842236203591,0.5661728395061729
Knn Classifier,0.1,3,10,13,10,0.044388598122514715,0.5780056980056981
Knn Classifier,0.1,3,11,13,10,0.04148318597808121,0.5903513770180436
Knn Classifier,0.1,3,12,13,10,0.04148318597808121,0.5903513770180436
Knn Classifier,0.1,3,13,13,10,0.03797150693135743,0.5893637226970561
Knn Classifier,0.1,3,14,13,10,0.040908744508100954,0.5518518518518518
Knn Classifier,0.1,3,15,13,10,0.06359739039369176,0.5513770180436848
Knn Classifier,0.1,3,16,13,10,0.05130332645805925,0.552801519468186
Knn Classifier,0.1,3,17,13,10,0.040908744508100954,0.5518518518518518
Knn Classifier,0.1,3,18,13,10,0.03312566975295624,0.52664767331434
Knn Classifier,0.1,3,19,13,10,0.025936881314509493,0.5646723646723647
Knn Classifier,0.1,3,20,13,10,0.02721667198969278,0.576980056980057
Knn Classifier,0.1,3,21,13,10,0.03702053349401096,0.6293257359924027
Knn Classifier,0.1,3,22,13,10,0.04577304125167694,0.6411965811965813
Knn Classifier,0.1,3,23,13,10,0.042084580153758155,0.6288509021842356
Knn Classifier,0.1,3,24,13,10,0.04577304125167694,0.6411965811965813
Knn Classifier,0.1,3,25,13,10,0.04561825243918843,0.6026970560303894
Knn Classifier,0.1,3,26,13,10,0.02681561365917084,0.6031718898385564
Knn Classifier,0.1,3,27,13,10,0.030034538219452588,0.6016714150047484
Knn Classifier,0.1,3,28,13,10,0.027616869853767444,0.6155175688509021
Knn Classifier,0.1,3,29,13,10,0.021572719472353865,0.6021842355175688
Knn Classifier,0.1,3,30,13,10,0.027616869853767444,0.6155175688509021
Knn Classifier,0.1,3,31,13,10,0.02965103811769383,0.5888509021842355
Knn Classifier,0.1,3,32,13,10,0.02965103811769383,0.5888509021842355
Knn Classifier,0.1,3,33,13,10,0.01330915034339695,0.5765052231718898
Knn Classifier,0.1,3,34,13,10,0.040671291614516304,0.5759924026590694
Knn Classifier,0.1,3,35,13,10,0.01330915034339695,0.5765052231718898
Knn Classifier,0.1,3,36,13,10,0.03968096331894111,0.5646343779677113
Knn Classifier,0.1,3,37,13,10,0.0245361327227018,0.5518138651471984
Knn Classifier,0.1,3,38,13,10,0.044767142064153505,0.5755175688509021
Knn Classifier,0.1,3,39,13,10,0.024265091049120762,0.5123266856600189
Classifier,Alpha Value,Cross_Val folds,N° Neighbors,Prediction Period,Parsing Day range,Score Std,Score average
Knn Classifier,0.1,3,1,15,12,0.09311799312354714,0.5518898385565052
Knn Classifier,0.1,3,2,15,12,0.06276754957526205,0.48913580246913585
Knn Classifier,0.1,3,3,15,12,0.048396910339625406,0.5399810066476732
Knn Classifier,0.1,3,4,15,12,0.0636931755105274,0.5898765432098766
Knn Classifier,0.1,3,5,15,12,0.02729707521879747,0.5385185185185185
Knn Classifier,0.1,3,6,15,12,0.05545945048201532,0.5765432098765433
Knn Classifier,0.1,3,7,15,12,0.05545945048201532,0.5765432098765433
Knn Classifier,0.1,3,8,15,12,0.0754771254925067,0.5647103513770181
Knn Classifier,0.1,3,9,15,12,0.0892792582373573,0.5395441595441596
Knn Classifier,0.1,3,10,15,12,0.11091702759281853,0.5390693257359924
Knn Classifier,0.1,3,11,15,12,0.05772166957095872,0.539031339031339
Knn Classifier,0.1,3,12,15,12,0.058138580115014604,0.5775308641975309
Knn Classifier,0.1,3,13,15,12,0.0754771254925067,0.5647103513770181
Knn Classifier,0.1,3,14,15,12,0.05296972531579227,0.56320987654321
Knn Classifier,0.1,3,15,15,12,0.04148318597808121,0.5903513770180436
Knn Classifier,0.1,3,16,15,12,0.027430767304776456,0.5770180436847103
Knn Classifier,0.1,3,17,15,12,0.02729707521879747,0.5385185185185185
Knn Classifier,0.1,3,18,15,12,0.009205762617667548,0.5641595441595442
Knn Classifier,0.1,3,19,15,12,0.03797150693135743,0.5893637226970561
Knn Classifier,0.1,3,20,15,12,0.016938918618868926,0.5389933523266857
Knn Classifier,0.1,3,21,15,12,0.04535102677020622,0.6165052231718898
Knn Classifier,0.1,3,22,15,12,0.021572719472353865,0.6021842355175688
Knn Classifier,0.1,3,23,15,12,0.04680702726251913,0.6011965811965813
Knn Classifier,0.1,3,24,15,12,0.04680702726251913,0.6011965811965813
Knn Classifier,0.1,3,25,15,12,0.06522482009819006,0.5750427350427351
Knn Classifier,0.1,3,26,15,12,0.02965103811769383,0.5888509021842355
Knn Classifier,0.1,3,27,15,12,0.030805273579950013,0.5503513770180436
Knn Classifier,0.1,3,28,15,12,0.014519073101887625,0.5380056980056981
Knn Classifier,0.1,3,29,15,12,0.022974907287808637,0.5251851851851852
Knn Classifier,0.1,3,30,15,12,0.03920460729116349,0.5261348528015194
Knn Classifier,0.1,3,31,15,12,0.014519073101887625,0.5380056980056981
Knn Classifier,0.1,3,32,15,12,0.014519073101887625,0.5380056980056981
Knn Classifier,0.1,3,33,15,12,0.027189711935464708,0.5384805318138651
Knn Classifier,0.1,3,34,15,12,0.048671005486544766,0.5883380816714151
Knn Classifier,0.1,3,35,15,12,0.044767142064153505,0.5755175688509021
Knn Classifier,0.1,3,36,15,12,0.040671291614516304,0.5759924026590694
Knn Classifier,0.1,3,37,15,12,0.01330915034339695,0.5765052231718898
Knn Classifier,0.1,3,38,15,12,0.031190195943636312,0.5631718898385565
Knn Classifier,0.1,3,39,15,12,0.02721656595229468,0.4999810066476733
Classifier,Alpha Value,Cross_Val folds,N° Neighbors,Prediction Period,Parsing Day range,Score Std,Score average
Knn Classifier,0.1,3,1,17,14,0.08786627787888283,0.42404558404558407
Knn Classifier,0.1,3,2,17,14,0.06965098221987825,0.501994301994302
Knn Classifier,0.1,3,3,17,14,0.09861979180796505,0.5410066476733144
Knn Classifier,0.1,3,4,17,14,0.12294746571098145,0.5153656220322888
Knn Classifier,0.1,3,5,17,14,0.117905383123442,0.47441595441595447
Knn Classifier,0.1,3,6,17,14,0.10930310067422627,0.499582146248813
Knn Classifier,0.1,3,7,17,14,0.12352485230289416,0.5139031339031339
Knn Classifier,0.1,3,8,17,14,0.13710353975332606,0.502545109211776
Knn Classifier,0.1,3,9,17,14,0.16772706930290307,0.47690408357075026
Knn Classifier,0.1,3,10,17,14,0.12389361247708387,0.5524026590693257
Knn Classifier,0.1,3,11,17,14,0.09259257895633866,0.47489078822412156
Knn Classifier,0.1,3,12,17,14,0.10370796494520299,0.47587844254510925
Knn Classifier,0.1,3,13,17,14,0.05609929608080586,0.48818613485280155
Knn Classifier,0.1,3,14,17,14,0.009099025072932481,0.5128395061728396
Knn Classifier,0.1,3,15,17,14,0.04540391761126135,0.5256980056980057
Knn Classifier,0.1,3,16,17,14,0.025367326825700354,0.5903133903133903
Knn Classifier,0.1,3,17,17,14,0.03968096331894111,0.5646343779677113
Knn Classifier,0.1,3,18,17,14,0.025367326825700354,0.5903133903133903
Knn Classifier,0.1,3,19,17,14,0.05982694941935782,0.565622032288699
Knn Classifier,0.1,3,20,17,14,0.08658490423667967,0.5394301994301994
Knn Classifier,0.1,3,21,17,14,0.06344775328318719,0.5641215574548908
Knn Classifier,0.1,3,22,17,14,0.03584865314651835,0.5908262108262109
Knn Classifier,0.1,3,23,17,14,0.03584865314651835,0.5908262108262109
Knn Classifier,0.1,3,24,17,14,0.0524369549763978,0.591301044634378
Knn Classifier,0.1,3,25,17,14,0.03584865314651835,0.5908262108262109
Knn Classifier,0.1,3,26,17,14,0.04535102677020622,0.6165052231718898
Knn Classifier,0.1,3,27,17,14,0.01330915034339695,0.5765052231718898
Knn Classifier,0.1,3,28,17,14,0.031190195943636312,0.5631718898385565
Knn Classifier,0.1,3,29,17,14,0.044767142064153505,0.5755175688509021
Knn Classifier,0.1,3,30,17,14,0.02721667198969278,0.576980056980057
Knn Classifier,0.1,3,31,17,14,0.06516297268182902,0.5661348528015194
Knn Classifier,0.1,3,32,17,14,0.02721667198969278,0.576980056980057
Knn Classifier,0.1,3,33,17,14,0.0245361327227018,0.5518138651471984
Knn Classifier,0.1,3,34,17,14,0.02721667198969278,0.576980056980057
Knn Classifier,0.1,3,35,17,14,0.040671291614516304,0.5759924026590694
