,Classifier,Alpha Value,Cross_Val folds,Layer Structure,Prediction Period,Parsing Day range,Score Std,Score average
MLPClassifier,0.1,3,"(20, 70, 60)",3,2,0.05278163590175272,0.534957264957265
MLPClassifier,0.1,3,"(20, 70, 70)",3,2,0.0471888151933102,0.49329059829059835
MLPClassifier,0.1,3,"(20, 70, 80)",3,2,0.025688062270437552,0.49277777777777776
MLPClassifier,0.1,3,"(20, 70, 90)",3,2,0.0283447077244864,0.479957264957265
MLPClassifier,0.1,3,"(20, 70, 100)",3,2,0.042754226463450166,0.5210683760683761
MLPClassifier,0.1,3,"(20, 80, 10)",3,2,0.10595388353657384,0.5621367521367522
MLPClassifier,0.1,3,"(20, 80, 20)",3,2,0.0471888151933102,0.49329059829059835
MLPClassifier,0.1,3,"(20, 80, 30)",3,2,0.025104718950433355,0.5338888888888889
MLPClassifier,0.1,3,"(20, 80, 40)",3,2,0.041013397389537215,0.5472222222222222
MLPClassifier,0.1,3,"(20, 80, 50)",3,2,0.059447040441757484,0.5194444444444445
MLPClassifier,0.1,3,"(20, 80, 60)",3,2,0.04374235894368376,0.5189316239316238
MLPClassifier,0.1,3,"(20, 80, 70)",3,2,0.07531047093149427,0.5584188034188033
MLPClassifier,0.1,3,"(20, 80, 80)",3,2,0.059447040441757484,0.5194444444444445
MLPClassifier,0.1,3,"(20, 80, 90)",3,2,0.058773471801947544,0.4922222222222223
MLPClassifier,0.1,3,"(20, 80, 100)",3,2,0.0671973454439534,0.5488461538461539
MLPClassifier,0.1,3,"(20, 90, 10)",3,2,0.07188953872687032,0.5178632478632479
MLPClassifier,0.1,3,"(20, 90, 20)",3,2,0.0183237179175718,0.5605982905982906
MLPClassifier,0.1,3,"(20, 90, 30)",3,2,0.07531415685130004,0.6016666666666667
MLPClassifier,0.1,3,"(20, 90, 40)",3,2,0.009842799761100347,0.5734188034188034
MLPClassifier,0.1,3,"(20, 90, 50)",3,2,0.059447040441757484,0.5194444444444445
MLPClassifier,0.1,3,"(20, 90, 60)",3,2,0.02598768512053124,0.573931623931624
MLPClassifier,0.1,3,"(20, 90, 70)",3,2,0.05804888224530377,0.48047008547008546
MLPClassifier,0.1,3,"(20, 90, 80)",3,2,0.0351012644420696,0.5477777777777778
MLPClassifier,0.1,3,"(20, 90, 90)",3,2,0.059056798566602196,0.5594871794871795
MLPClassifier,0.1,3,"(20, 90, 100)",3,2,0.02598768512053124,0.573931623931624
MLPClassifier,0.1,3,"(20, 100, 10)",3,2,0.0567596341973781,0.5344017094017094
MLPClassifier,0.1,3,"(20, 100, 20)",3,2,0.04118558565181797,0.5461538461538461
MLPClassifier,0.1,3,"(20, 100, 30)",3,2,0.07243306098372068,0.5076923076923077
MLPClassifier,0.1,3,"(20, 100, 40)",3,2,0.024260258815415117,0.4938461538461539
MLPClassifier,0.1,3,"(20, 100, 50)",3,2,0.05749932903526939,0.5744444444444445
MLPClassifier,0.1,3,"(20, 100, 60)",3,2,0.0567596341973781,0.5344017094017094
MLPClassifier,0.1,3,"(20, 100, 70)",3,2,0.05237262742261948,0.5317521367521367
MLPClassifier,0.1,3,"(20, 100, 80)",3,2,0.05749932903526939,0.5744444444444445
MLPClassifier,0.1,3,"(20, 100, 90)",3,2,0.04714045207910316,0.5333333333333333
MLPClassifier,0.1,3,"(20, 100, 100)",3,2,0.028284271247461926,0.52
MLPClassifier,0.1,3,"(30, 10, 10)",3,2,0.059058406602781756,0.6005982905982906
MLPClassifier,0.1,3,"(30, 10, 20)",3,2,0.04118558565181797,0.5461538461538461
MLPClassifier,0.1,3,"(30, 10, 30)",3,2,0.07693592010543021,0.5738888888888889
MLPClassifier,0.1,3,"(30, 10, 40)",3,2,0.07413959681513371,0.6278205128205129
MLPClassifier,0.1,3,"(30, 10, 50)",3,2,0.059447040441757484,0.5194444444444445
MLPClassifier,0.1,3,"(30, 10, 60)",3,2,0.047118131788041716,0.5584615384615385
MLPClassifier,0.1,3,"(30, 10, 70)",3,2,0.09277818130908634,0.5888461538461539
MLPClassifier,0.1,3,"(30, 10, 80)",3,2,0.03636372975303292,0.5878205128205128
MLPClassifier,0.1,3,"(30, 10, 90)",3,2,0.15498308533187583,0.6421794871794871
MLPClassifier,0.1,3,"(30, 10, 100)",3,2,0.07531047093149427,0.5584188034188033
MLPClassifier,0.1,3,"(30, 20, 10)",3,2,0.05278163590175272,0.534957264957265
MLPClassifier,0.1,3,"(30, 20, 20)",3,2,0.05869464820914308,0.5605555555555556
MLPClassifier,0.1,3,"(30, 20, 30)",3,2,0.0351012644420696,0.5477777777777778
MLPClassifier,0.1,3,"(30, 20, 40)",3,2,0.04051606608226397,0.5071794871794872
MLPClassifier,0.1,3,"(30, 20, 50)",3,2,0.06599663291074444,0.5466666666666667
MLPClassifier,0.1,3,"(30, 20, 60)",3,2,0.09618975587765297,0.5461111111111111
MLPClassifier,0.1,3,"(30, 20, 70)",3,2,0.04051606608226397,0.5071794871794872
MLPClassifier,0.1,3,"(30, 20, 80)",3,2,0.04374448818895451,0.5611111111111112
MLPClassifier,0.1,3,"(30, 20, 90)",3,2,0.06599663291074444,0.5466666666666667
MLPClassifier,0.1,3,"(30, 20, 100)",3,2,0.07433659649522356,0.5455982905982906
MLPClassifier,0.1,3,"(30, 30, 10)",3,2,0.041729582129364305,0.5061111111111111
MLPClassifier,0.1,3,"(30, 30, 20)",3,2,0.05237262742261948,0.5317521367521367
MLPClassifier,0.1,3,"(30, 30, 30)",3,2,0.04712840198490055,0.5733760683760684
MLPClassifier,0.1,3,"(30, 30, 40)",3,2,0.058000915653723256,0.5322649572649573
MLPClassifier,0.1,3,"(30, 30, 50)",3,2,0.07668681666426518,0.5338461538461539
MLPClassifier,0.1,3,"(30, 30, 60)",3,2,0.059056798566602196,0.5594871794871795
MLPClassifier,0.1,3,"(30, 30, 70)",3,2,0.07802861776956767,0.49273504273504276
MLPClassifier,0.1,3,"(30, 30, 80)",3,2,0.04374448818895451,0.5611111111111112
MLPClassifier,0.1,3,"(30, 30, 90)",3,2,0.05835798295764635,0.5205128205128206
MLPClassifier,0.1,3,"(30, 30, 100)",3,2,0.041013397389537215,0.5472222222222222
MLPClassifier,0.1,3,"(30, 40, 10)",3,2,0.04374235894368376,0.5189316239316238
MLPClassifier,0.1,3,"(30, 40, 20)",3,2,0.08485281374238572,0.56
MLPClassifier,0.1,3,"(30, 40, 30)",3,2,0.07433659649522356,0.5455982905982906
MLPClassifier,0.1,3,"(30, 40, 40)",3,2,0.04118558565181797,0.5461538461538461
MLPClassifier,0.1,3,"(30, 40, 50)",3,2,0.059058406602781756,0.6005982905982906
MLPClassifier,0.1,3,"(30, 40, 60)",3,2,0.041729582129364305,0.5061111111111111
MLPClassifier,0.1,3,"(30, 40, 70)",3,2,0.06597939076593624,0.5867094017094017
MLPClassifier,0.1,3,"(30, 40, 80)",3,2,0.07739683171487274,0.5728205128205128
MLPClassifier,0.1,3,"(30, 40, 90)",3,2,0.06597939076593624,0.5867094017094017
MLPClassifier,0.1,3,"(30, 40, 100)",3,2,0.04374448818895451,0.5611111111111112
MLPClassifier,0.1,3,"(30, 50, 10)",3,2,0.04374235894368376,0.5189316239316238
MLPClassifier,0.1,3,"(30, 50, 20)",3,2,0.028284335816273917,0.5600427350427349
MLPClassifier,0.1,3,"(30, 50, 30)",3,2,0.04118558565181797,0.5461538461538461
MLPClassifier,0.1,3,"(30, 50, 40)",3,2,0.09164531658207177,0.5589316239316239
MLPClassifier,0.1,3,"(30, 50, 50)",3,2,0.06206225915949581,0.54508547008547
MLPClassifier,0.1,3,"(30, 50, 60)",3,2,0.059058406602781756,0.6005982905982906
MLPClassifier,0.1,3,"(30, 50, 70)",3,2,0.009842799761100347,0.5734188034188034
MLPClassifier,0.1,3,"(30, 50, 80)",3,2,0.10557468943160168,0.5882905982905983
MLPClassifier,0.1,3,"(30, 50, 90)",3,2,0.05835798295764635,0.5205128205128206
MLPClassifier,0.1,3,"(30, 50, 100)",3,2,0.07531415685130004,0.6016666666666667
MLPClassifier,0.1,3,"(30, 60, 10)",3,2,0.06276056794587577,0.5883333333333334
MLPClassifier,0.1,3,"(30, 60, 20)",3,2,0.09130037589365522,0.5317094017094017
MLPClassifier,0.1,3,"(30, 60, 30)",3,2,0.009726330492941065,0.5867521367521368
MLPClassifier,0.1,3,"(30, 60, 40)",3,2,0.04154602301828819,0.5872649572649573
MLPClassifier,0.1,3,"(30, 60, 50)",3,2,0.09277818130908634,0.5888461538461539
MLPClassifier,0.1,3,"(30, 60, 60)",3,2,0.07433659649522356,0.5455982905982906
MLPClassifier,0.1,3,"(30, 60, 70)",3,2,0.06599663291074444,0.5466666666666667
MLPClassifier,0.1,3,"(30, 60, 80)",3,2,0.059447040441757484,0.5194444444444445
MLPClassifier,0.1,3,"(30, 60, 90)",3,2,0.0351012644420696,0.5477777777777778
MLPClassifier,0.1,3,"(30, 60, 100)",3,2,0.0183237179175718,0.5605982905982906
MLPClassifier,0.1,3,"(30, 70, 10)",3,2,0.07189210448794398,0.5621794871794872
MLPClassifier,0.1,3,"(30, 70, 20)",3,2,0.08485281374238572,0.56
MLPClassifier,0.1,3,"(30, 70, 30)",3,2,0.04714045207910316,0.5333333333333333
MLPClassifier,0.1,3,"(30, 70, 40)",3,2,0.059058406602781756,0.6005982905982906
MLPClassifier,0.1,3,"(30, 70, 50)",3,2,0.03636372975303292,0.5878205128205128
MLPClassifier,0.1,3,"(30, 70, 60)",3,2,0.04374448818895451,0.5611111111111112
MLPClassifier,0.1,3,"(30, 70, 70)",3,2,0.09618975587765297,0.5461111111111111
MLPClassifier,0.1,3,"(30, 70, 80)",3,2,0.024817545912949476,0.5328205128205128
MLPClassifier,0.1,3,"(30, 70, 90)",3,2,0.05825903975647458,0.6144871794871795
MLPClassifier,0.1,3,"(30, 70, 100)",3,2,0.07189210448794398,0.5621794871794872
MLPClassifier,0.1,3,"(30, 80, 10)",3,2,0.06206225915949581,0.54508547008547
MLPClassifier,0.1,3,"(30, 80, 20)",3,2,0.058000915653723256,0.5322649572649573
MLPClassifier,0.1,3,"(30, 80, 30)",3,2,0.08938299554100879,0.574957264957265
MLPClassifier,0.1,3,"(30, 80, 40)",3,2,0.0567596341973781,0.5344017094017094
MLPClassifier,0.1,3,"(30, 80, 50)",3,2,0.059447040441757484,0.5194444444444445
MLPClassifier,0.1,3,"(30, 80, 60)",3,2,0.025104718950433355,0.5338888888888889
MLPClassifier,0.1,3,"(30, 80, 70)",3,2,0.09593719181410065,0.5861538461538461
MLPClassifier,0.1,3,"(30, 80, 80)",3,2,0.05104464277037851,0.5616666666666666
MLPClassifier,0.1,3,"(30, 80, 90)",3,2,0.05825903975647458,0.6144871794871795
MLPClassifier,0.1,3,"(30, 80, 100)",3,2,0.07983905664084845,0.5573931623931624
MLPClassifier,0.1,3,"(30, 90, 10)",3,2,0.0239868867431175,0.5728632478632477
MLPClassifier,0.1,3,"(30, 90, 20)",3,2,0.04714045207910316,0.5333333333333333
MLPClassifier,0.1,3,"(30, 90, 30)",3,2,0.015706043929347227,0.5194871794871795
MLPClassifier,0.1,3,"(30, 90, 40)",3,2,0.009488526892845163,0.5467094017094016
MLPClassifier,0.1,3,"(30, 90, 50)",3,2,0.08082436050973753,0.5755128205128205
MLPClassifier,0.1,3,"(30, 90, 60)",3,2,0.03300429314811094,0.5456410256410257
MLPClassifier,0.1,3,"(30, 90, 70)",3,2,0.04051606608226397,0.5071794871794872
MLPClassifier,0.1,3,"(30, 90, 80)",3,2,0.041013397389537215,0.5472222222222222
MLPClassifier,0.1,3,"(30, 90, 90)",3,2,0.06599663291074444,0.5466666666666667
MLPClassifier,0.1,3,"(30, 90, 100)",3,2,0.009488526892845163,0.5467094017094016
MLPClassifier,0.1,3,"(30, 100, 10)",3,2,0.04577084677172996,0.5611538461538461
MLPClassifier,0.1,3,"(30, 100, 20)",3,2,0.059056798566602196,0.5594871794871795
MLPClassifier,0.1,3,"(30, 100, 30)",3,2,0.04118558565181797,0.5461538461538461
MLPClassifier,0.1,3,"(30, 100, 40)",3,2,0.03678437266450036,0.5744871794871794
MLPClassifier,0.1,3,"(30, 100, 50)",3,2,0.06597939076593624,0.5867094017094017
MLPClassifier,0.1,3,"(30, 100, 60)",3,2,0.07770234437253265,0.5327777777777778
MLPClassifier,0.1,3,"(30, 100, 70)",3,2,0.058000915653723256,0.5322649572649573
MLPClassifier,0.1,3,"(30, 100, 80)",3,2,0.0671973454439534,0.5488461538461539
MLPClassifier,0.1,3,"(30, 100, 90)",3,2,0.028284271247461926,0.52
MLPClassifier,0.1,3,"(30, 100, 100)",3,2,0.07739683171487274,0.5728205128205128
MLPClassifier,0.1,3,"(40, 10, 10)",3,2,0.042754226463450166,0.5210683760683761
MLPClassifier,0.1,3,"(40, 10, 20)",3,2,0.04118558565181797,0.5461538461538461
MLPClassifier,0.1,3,"(40, 10, 30)",3,2,0.025688062270437552,0.49277777777777776
MLPClassifier,0.1,3,"(40, 10, 40)",3,2,0.11479719100103623,0.5594444444444444
MLPClassifier,0.1,3,"(40, 10, 50)",3,2,0.12644229640823382,0.6277777777777778
MLPClassifier,0.1,3,"(40, 10, 60)",3,2,0.04051606608226397,0.5071794871794872
MLPClassifier,0.1,3,"(40, 10, 70)",3,2,0.15130377940443004,0.5871794871794872
MLPClassifier,0.1,3,"(40, 10, 80)",3,2,0.1037474646249272,0.5332905982905983
MLPClassifier,0.1,3,"(40, 10, 90)",3,2,0.1087894358583228,0.6544871794871795
MLPClassifier,0.1,3,"(40, 10, 100)",3,2,0.07668681666426518,0.5338461538461539
MLPClassifier,0.1,3,"(40, 20, 10)",3,2,0.028284335816273917,0.5600427350427349
MLPClassifier,0.1,3,"(40, 20, 20)",3,2,0.14469209539271935,0.6411111111111111
MLPClassifier,0.1,3,"(40, 20, 30)",3,2,0.03636372975303292,0.5878205128205128
MLPClassifier,0.1,3,"(40, 20, 40)",3,2,0.04118558565181797,0.5461538461538461
MLPClassifier,0.1,3,"(40, 20, 50)",3,2,0.05835798295764635,0.5205128205128206
MLPClassifier,0.1,3,"(40, 20, 60)",3,2,0.06206225915949581,0.54508547008547
MLPClassifier,0.1,3,"(40, 20, 70)",3,2,0.04118558565181797,0.5461538461538461
MLPClassifier,0.1,3,"(40, 20, 80)",3,2,0.09618975587765297,0.5461111111111111
MLPClassifier,0.1,3,"(40, 20, 90)",3,2,0.08485281374238572,0.56
MLPClassifier,0.1,3,"(40, 20, 100)",3,2,0.06599663291074444,0.5466666666666667
MLPClassifier,0.1,3,"(40, 30, 10)",3,2,0.042752133334700154,0.5589743589743589
MLPClassifier,0.1,3,"(40, 30, 20)",3,2,0.07355186294860165,0.5877777777777778
MLPClassifier,0.1,3,"(40, 30, 30)",3,2,0.07668681666426518,0.5338461538461539
MLPClassifier,0.1,3,"(40, 30, 40)",3,2,0.04714045207910316,0.5333333333333333
MLPClassifier,0.1,3,"(40, 30, 50)",3,2,0.09116114868509392,0.6411538461538462
MLPClassifier,0.1,3,"(40, 30, 60)",3,2,0.09164531658207177,0.5589316239316239
MLPClassifier,0.1,3,"(40, 30, 70)",3,2,0.17171835690295462,0.6154700854700854
MLPClassifier,0.1,3,"(40, 30, 80)",3,2,0.05724786069575554,0.5723076923076923
MLPClassifier,0.1,3,"(40, 30, 90)",3,2,0.10840026422454245,0.6144444444444445
MLPClassifier,0.1,3,"(40, 30, 100)",3,2,0.024817545912949476,0.5328205128205128
MLPClassifier,0.1,3,"(40, 40, 10)",3,2,0.07433659649522356,0.5455982905982906
MLPClassifier,0.1,3,"(40, 40, 20)",3,2,0.09562884213164746,0.6272649572649573
MLPClassifier,0.1,3,"(40, 40, 30)",3,2,0.164321979827037,0.6122649572649572
MLPClassifier,0.1,3,"(40, 40, 40)",3,2,0.09056887524407917,0.5717521367521367
MLPClassifier,0.1,3,"(40, 40, 50)",3,2,0.09164531658207177,0.5589316239316239
MLPClassifier,0.1,3,"(40, 40, 60)",3,2,0.04714045207910316,0.5333333333333333
MLPClassifier,0.1,3,"(40, 40, 70)",3,2,0.059447040441757484,0.5194444444444445
MLPClassifier,0.1,3,"(40, 40, 80)",3,2,0.06597939076593624,0.5867094017094017
MLPClassifier,0.1,3,"(40, 40, 90)",3,2,0.059447040441757484,0.5194444444444445
MLPClassifier,0.1,3,"(40, 40, 100)",3,2,0.059447040441757484,0.5194444444444445
MLPClassifier,0.1,3,"(40, 50, 10)",3,2,0.058000915653723256,0.5322649572649573
MLPClassifier,0.1,3,"(40, 50, 20)",3,2,0.03300429314811094,0.5456410256410257
MLPClassifier,0.1,3,"(40, 50, 30)",3,2,0.06276056794587577,0.5883333333333334
MLPClassifier,0.1,3,"(40, 50, 40)",3,2,0.03636372975303292,0.5878205128205128
MLPClassifier,0.1,3,"(40, 50, 50)",3,2,0.12758552555298128,0.5855982905982906
MLPClassifier,0.1,3,"(40, 50, 60)",3,2,0.04154602301828819,0.5872649572649573
MLPClassifier,0.1,3,"(40, 50, 70)",3,2,0.07413959681513371,0.6278205128205129
MLPClassifier,0.1,3,"(40, 50, 80)",3,2,0.05835798295764635,0.5205128205128206
MLPClassifier,0.1,3,"(40, 50, 90)",3,2,0.09618975587765297,0.5461111111111111
MLPClassifier,0.1,3,"(40, 50, 100)",3,2,0.059056798566602196,0.5594871794871795
MLPClassifier,0.1,3,"(40, 60, 10)",3,2,0.028284271247461926,0.52
MLPClassifier,0.1,3,"(40, 60, 20)",3,2,0.08489311667859394,0.5199572649572649
MLPClassifier,0.1,3,"(40, 60, 30)",3,2,0.12256517540566825,0.5866666666666667
MLPClassifier,0.1,3,"(40, 60, 40)",3,2,0.07433659649522356,0.5455982905982906
MLPClassifier,0.1,3,"(40, 60, 50)",3,2,0.06599663291074444,0.5466666666666667
MLPClassifier,0.1,3,"(40, 60, 60)",3,2,0.10946647722236126,0.5722649572649573
MLPClassifier,0.1,3,"(40, 60, 70)",3,2,0.0351012644420696,0.5477777777777778
MLPClassifier,0.1,3,"(40, 60, 80)",3,2,0.041729582129364305,0.5061111111111111
MLPClassifier,0.1,3,"(40, 60, 90)",3,2,0.08979778583331227,0.521025641025641
MLPClassifier,0.1,3,"(40, 60, 100)",3,2,0.11402024944697596,0.6005555555555556
MLPClassifier,0.1,3,"(40, 70, 10)",3,2,0.17916871421649555,0.5866239316239316
MLPClassifier,0.1,3,"(40, 70, 20)",3,2,0.041013397389537215,0.5472222222222222
MLPClassifier,0.1,3,"(40, 70, 30)",3,2,0.028284335816273917,0.5600427350427349
MLPClassifier,0.1,3,"(40, 70, 40)",3,2,0.06171922643574701,0.5482905982905982
MLPClassifier,0.1,3,"(40, 70, 50)",3,2,0.07361165382554577,0.5215811965811965
MLPClassifier,0.1,3,"(40, 70, 60)",3,2,0.07374280517395845,0.5856410256410256
MLPClassifier,0.1,3,"(40, 70, 70)",3,2,0.0660398153678621,0.5066239316239316
MLPClassifier,0.1,3,"(40, 70, 80)",3,2,0.1037474646249272,0.5332905982905983
MLPClassifier,0.1,3,"(40, 70, 90)",3,2,0.07770234437253265,0.5327777777777778
MLPClassifier,0.1,3,"(40, 70, 100)",3,2,0.11479719100103623,0.5594444444444444
MLPClassifier,0.1,3,"(40, 80, 10)",3,2,0.059056798566602196,0.5594871794871795
MLPClassifier,0.1,3,"(40, 80, 20)",3,2,0.07770234437253265,0.5327777777777778
MLPClassifier,0.1,3,"(40, 80, 30)",3,2,0.058000915653723256,0.5322649572649573
MLPClassifier,0.1,3,"(40, 80, 40)",3,2,0.04714045207910316,0.5333333333333333
MLPClassifier,0.1,3,"(40, 80, 50)",3,2,0.11371924152192676,0.5204700854700854
MLPClassifier,0.1,3,"(40, 80, 60)",3,2,0.041781498568346016,0.48102564102564105
MLPClassifier,0.1,3,"(40, 80, 70)",3,2,0.024817545912949476,0.5328205128205128
MLPClassifier,0.1,3,"(40, 80, 80)",3,2,0.0567596341973781,0.5344017094017094
MLPClassifier,0.1,3,"(40, 80, 90)",3,2,0.09562884213164746,0.6272649572649573
MLPClassifier,0.1,3,"(40, 80, 100)",3,2,0.07361165382554577,0.5215811965811965
MLPClassifier,0.1,3,"(40, 90, 10)",3,2,0.09164531658207177,0.5589316239316239
MLPClassifier,0.1,3,"(40, 90, 20)",3,2,0.07668681666426518,0.5338461538461539
MLPClassifier,0.1,3,"(40, 90, 30)",3,2,0.06171922643574701,0.5482905982905982
MLPClassifier,0.1,3,"(40, 90, 40)",3,2,0.07531047093149427,0.5584188034188033
MLPClassifier,0.1,3,"(40, 90, 50)",3,2,0.06599663291074444,0.5466666666666667
MLPClassifier,0.1,3,"(40, 90, 60)",3,2,0.028284335816273917,0.5600427350427349
MLPClassifier,0.1,3,"(40, 90, 70)",3,2,0.1279563968943047,0.5455555555555556
MLPClassifier,0.1,3,"(40, 90, 80)",3,2,0.06599663291074444,0.5466666666666667
MLPClassifier,0.1,3,"(40, 90, 90)",3,2,0.15141513533949155,0.6272222222222221
MLPClassifier,0.1,3,"(40, 90, 100)",3,2,0.058000915653723256,0.5322649572649573
MLPClassifier,0.1,3,"(40, 100, 10)",3,2,0.04118558565181797,0.5461538461538461
MLPClassifier,0.1,3,"(40, 100, 20)",3,2,0.07668681666426518,0.5338461538461539
MLPClassifier,0.1,3,"(40, 100, 30)",3,2,0.06599663291074444,0.5466666666666667
MLPClassifier,0.1,3,"(40, 100, 40)",3,2,0.05835798295764635,0.5205128205128206
MLPClassifier,0.1,3,"(40, 100, 50)",3,2,0.04374235894368376,0.5189316239316238
MLPClassifier,0.1,3,"(40, 100, 60)",3,2,0.025104718950433355,0.5338888888888889
MLPClassifier,0.1,3,"(40, 100, 70)",3,2,0.04051606608226397,0.5071794871794872
MLPClassifier,0.1,3,"(40, 100, 80)",3,2,0.08485281374238572,0.56
MLPClassifier,0.1,3,"(40, 100, 90)",3,2,0.07618113221873908,0.5183760683760684
MLPClassifier,0.1,3,"(40, 100, 100)",3,2,0.0239868867431175,0.5728632478632477
MLPClassifier,0.1,3,"(50, 10, 10)",3,2,0.04374235894368376,0.5189316239316238
MLPClassifier,0.1,3,"(50, 10, 20)",3,2,0.1225419433055147,0.6267094017094017
MLPClassifier,0.1,3,"(50, 10, 30)",3,2,0.05400617248673217,0.5750000000000001
MLPClassifier,0.1,3,"(50, 10, 40)",3,2,0.09562884213164746,0.6272649572649573
MLPClassifier,0.1,3,"(50, 10, 50)",3,2,0.13820310640260366,0.6288461538461538
MLPClassifier,0.1,3,"(50, 10, 60)",3,2,0.026594522177183652,0.5472649572649573
MLPClassifier,0.1,3,"(50, 10, 70)",3,2,0.13328401454735414,0.6128205128205129
MLPClassifier,0.1,3,"(50, 10, 80)",3,2,0.05400617248673217,0.5750000000000001
MLPClassifier,0.1,3,"(50, 10, 90)",3,2,0.1037474646249272,0.5332905982905983
MLPClassifier,0.1,3,"(50, 10, 100)",3,2,0.1220309452998803,0.6155128205128205
MLPClassifier,0.1,3,"(50, 20, 10)",3,2,0.07413959681513371,0.6278205128205129
MLPClassifier,0.1,3,"(50, 20, 20)",3,2,0.058000915653723256,0.5322649572649573
MLPClassifier,0.1,3,"(50, 20, 30)",3,2,0.1334744623467929,0.5727777777777777
MLPClassifier,0.1,3,"(50, 20, 40)",3,2,0.09562884213164746,0.6272649572649573
MLPClassifier,0.1,3,"(50, 20, 50)",3,2,0.10946647722236126,0.5722649572649573
MLPClassifier,0.1,3,"(50, 20, 60)",3,2,0.058000915653723256,0.5322649572649573
MLPClassifier,0.1,3,"(50, 20, 70)",3,2,0.0660398153678621,0.5066239316239316
MLPClassifier,0.1,3,"(50, 20, 80)",3,2,0.0351012644420696,0.5477777777777778
MLPClassifier,0.1,3,"(50, 20, 90)",3,2,0.05278163590175272,0.534957264957265
MLPClassifier,0.1,3,"(50, 20, 100)",3,2,0.1230401921686117,0.6416666666666667
MLPClassifier,0.1,3,"(50, 30, 10)",3,2,0.12256517540566825,0.5866666666666667
MLPClassifier,0.1,3,"(50, 30, 20)",3,2,0.024817545912949476,0.5328205128205128
MLPClassifier,0.1,3,"(50, 30, 30)",3,2,0.04118558565181797,0.5461538461538461
MLPClassifier,0.1,3,"(50, 30, 40)",3,2,0.04118558565181797,0.5461538461538461
MLPClassifier,0.1,3,"(50, 30, 50)",3,2,0.041729582129364305,0.5061111111111111
MLPClassifier,0.1,3,"(50, 30, 60)",3,2,0.059058406602781756,0.6005982905982906
MLPClassifier,0.1,3,"(50, 30, 70)",3,2,0.028284335816273917,0.5600427350427349
MLPClassifier,0.1,3,"(50, 30, 80)",3,2,0.09164531658207177,0.5589316239316239
MLPClassifier,0.1,3,"(50, 30, 90)",3,2,0.02598768512053124,0.573931623931624
MLPClassifier,0.1,3,"(50, 30, 100)",3,2,0.058000915653723256,0.5322649572649573
MLPClassifier,0.1,3,"(50, 40, 10)",3,2,0.03300429314811094,0.5456410256410257
MLPClassifier,0.1,3,"(50, 40, 20)",3,2,0.041729582129364305,0.5061111111111111
MLPClassifier,0.1,3,"(50, 40, 30)",3,2,0.05835798295764635,0.5205128205128206
MLPClassifier,0.1,3,"(50, 40, 40)",3,2,0.041729582129364305,0.5061111111111111
MLPClassifier,0.1,3,"(50, 40, 50)",3,2,0.1225419433055147,0.6267094017094017
MLPClassifier,0.1,3,"(50, 40, 60)",3,2,0.009488526892845163,0.5467094017094016
MLPClassifier,0.1,3,"(50, 40, 70)",3,2,0.06503731572153555,0.5445726495726496
MLPClassifier,0.1,3,"(50, 40, 80)",3,2,0.11479719100103623,0.5594444444444444
MLPClassifier,0.1,3,"(50, 40, 90)",3,2,0.041729582129364305,0.5061111111111111
MLPClassifier,0.1,3,"(50, 40, 100)",3,2,0.11479719100103623,0.5594444444444444
MLPClassifier,0.1,3,"(50, 50, 10)",3,2,0.026594522177183652,0.5472649572649573
MLPClassifier,0.1,3,"(50, 50, 20)",3,2,0.09562884213164746,0.6272649572649573
MLPClassifier,0.1,3,"(50, 50, 30)",3,2,0.10368703295766983,0.6133760683760684
MLPClassifier,0.1,3,"(50, 50, 40)",3,2,0.059447040441757484,0.5194444444444445
MLPClassifier,0.1,3,"(50, 50, 50)",3,2,0.028284271247461926,0.52
MLPClassifier,0.1,3,"(50, 50, 60)",3,2,0.11402024944697596,0.6005555555555556
MLPClassifier,0.1,3,"(50, 50, 70)",3,2,0.08483268738610697,0.600042735042735
MLPClassifier,0.1,3,"(50, 50, 80)",3,2,0.04374235894368376,0.5189316239316238
MLPClassifier,0.1,3,"(50, 50, 90)",3,2,0.10946647722236126,0.5722649572649573
MLPClassifier,0.1,3,"(50, 50, 100)",3,2,0.042752133334700154,0.5589743589743589
MLPClassifier,0.1,3,"(50, 60, 10)",3,2,0.09116114868509392,0.6411538461538462
MLPClassifier,0.1,3,"(50, 60, 20)",3,2,0.09116114868509392,0.6411538461538462
MLPClassifier,0.1,3,"(50, 60, 30)",3,2,0.028284335816273917,0.5600427350427349
MLPClassifier,0.1,3,"(50, 60, 40)",3,2,0.04118558565181797,0.5461538461538461
MLPClassifier,0.1,3,"(50, 60, 50)",3,2,0.11386232271414147,0.5605128205128205
MLPClassifier,0.1,3,"(50, 60, 60)",3,2,0.07720641076616608,0.613931623931624
MLPClassifier,0.1,3,"(50, 60, 70)",3,2,0.04714045207910316,0.5333333333333333
MLPClassifier,0.1,3,"(50, 60, 80)",3,2,0.05400617248673217,0.5750000000000001
MLPClassifier,0.1,3,"(50, 60, 90)",3,2,0.03678437266450036,0.5744871794871794
MLPClassifier,0.1,3,"(50, 60, 100)",3,2,0.07976470254858463,0.5354700854700855
MLPClassifier,0.1,3,"(50, 70, 10)",3,2,0.1267716008823331,0.6678205128205127
MLPClassifier,0.1,3,"(50, 70, 20)",3,2,0.09116114868509392,0.6411538461538462
