publish_time,video_ID,Title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount,ProductionFirm,Movie,Ticker
2018-04-24T03:45:03.000Z,u9Mv98Gr5pY,VENOM - Official Trailer (HD),79711762,1405708,51781,0,130138
2014-06-16T16:07:14.000Z,VjctHUEmutw,THE EQUALIZER - Official Trailer (HD),11245194,19739,774,0,1798
2017-06-29T13:00:01.000Z,2QKg5SZ_35I,JUMANJI: WELCOME TO THE JUNGLE - Official Trailer (HD),32472000,171949,52810,0,22452
2017-07-26T18:08:54.000Z,r3pIJ6ulE1c,The Star | official trailer #1 (2018),302962,1091,247,0,145
2017-10-04T16:00:08.000Z,mQj4BkYf-HM,ONLY THE BRAVE - Official Trailer #3 (HD),694022,2115,291,0,208
2017-05-08T16:35:21.000Z,gCcx85zbxz4,BLADE RUNNER 2049 - Official Trailer,29321695,169244,9721,0,17920
2017-06-13T13:00:02.000Z,gUDV0CUzG0k,FLATLINERS - Official Trailer (HD),7674109,17404,2287,0,2668
2017-05-03T13:19:17.000Z,GjwfqXTebIY,THE DARK TOWER - Official Trailer (HD),27425916,130067,16624,0,19241
2017-05-16T13:30:01.000Z,r8pJt4dK_s4,THE EMOJI MOVIE - Official Trailer (HD),16798203,38454,138751,0,34729
2016-12-10T04:55:39.000Z,rk-dF1lIbIg,SPIDER-MAN: HOMECOMING - Official Trailer (HD),9229408,41280,1990,0,2593
2017-03-08T19:00:05.000Z,oIB4jNYeRY4,ROUGH NIGHT - Official Restricted Trailer (HD),5631794,25994,14014,0,4363
2017-02-05T19:45:15.000Z,cuA-xqBw4jE,LIFE - Official Trailer #2 (HD),9822375,23664,1667,0,3450
2016-09-20T10:00:06.000Z,7BWWWQzTpNU,PASSENGERS - Official Trailer (HD),30363531,143165,6335,0,17113
"2016-05-19T17:17:23.000Z,WVAcTZKTgmc,""Sausage Party Official Trailer #1 (2016) - Seth Rogen, James Franco Animated Movie HD"",12702652,56114,6609,0,7120"
2016-01-27T00:00:15.000Z,QRmKa7vvct4,THE ANGRY BIRDS MOVIE -  Official Theatrical Trailer (HD),17282437,39062,5575,0,577
2015-09-14T23:00:32.000Z,kmxLybfGNC4,THE 5TH WAVE - Official Trailer (HD),17651805,67008,3205,0,7257
