publish_time,video_ID,Title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount,ProductionFirm,Movie,Ticker
2018-04-26T16:11:33.000Z,9H2SSvQ8ihA,"Uncle Drew (2018 Movie) Official Trailer – Kyrie Irving, Shaq, Lil Rel, Tiffany Haddish",12616637,37131,1763,0,1677,Lionsgate,Uncle Drew,
2017-09-17T13:00:53.000Z,GUSZHly_D5g,"WHERE&#39;S THE MONEY Official Trailer #1 (2017) Terry Crews, Logan Paul Comedy Movie HD",1552259,14438,1071,0,627,Lionsgate,WHERE'S THE MONEY,
2018-01-04T18:00:15.000Z,0Juc2cL26mg,"WINCHESTER - Official Trailer - HD (Helen Mirren, Jason Clarke)",17261188,14443,1387,0,1257,Lionsgate,WINCHESTER,
2017-05-24T12:24:26.000Z,ngiK1gQKgK8,"Wonder (2017 Movie) Official Trailer – #ChooseKind – Julia Roberts, Owen Wilson",9684078,59084,1555,0,6821,Lionsgate,Wonder,
2017-10-23T13:21:01.000Z,tLpyaLNfudY,Journey&#39;s End Trailer #1 (2018) | Movieclips Trailers,1582794,14165,426,0,974,Lionsgate,Journey's End,
2018-01-12T18:00:03.000Z,oz-XiYNCo7o,Traffik Trailer #1 (2018) | Movieclips Trailers,10427726,26823,3978,0,2044,Lionsgate,Traffik,
2017-04-13T00:12:32.000Z,e5Bkdx995AQ,The Hitman’s Bodyguard Red Band Trailer #1 (2017) | Movieclips Trailers,309326,11801,189,0,582,Lionsgate,The Hitman's Bodyguard Red Band,
2015-11-25T05:15:53.000Z,uVdV-lxRPFo,Captain America: Civil War - Trailer World Premiere,60367178,356830,11078,0,55587,Marvel,Captain America: Civil War,
2016-12-03T23:03:40.000Z,dW1BIid8Osg,Guardians of the Galaxy Vol. 2 Teaser Trailer,21356615,244644,3993,0,17557,Marvel,Guardians of the Galaxy Vol. 2 ,
2009-12-07T23:43:44.000Z,8hYlB38asDY,Iron Man - Trailer [HD],3963742,21010,478,0,3201,Marvel,Iron Man,
